csv_code,ref_id,variable,survey_year,topic,selection_source,question,feature_group,year_num
Y4208704,Y42087.04,Q13-3C.01~000011,2018,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,behavioral/externalizing,2018.0
Y4208803,Y42088.03,Q13-3C.02~000010,2018,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,behavioral/externalizing,2018.0
Y4208804,Y42088.04,Q13-3C.02~000011,2018,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,behavioral/externalizing,2018.0
Y4208903,Y42089.03,Q13-3C.03~000010,2018,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,behavioral/externalizing,2018.0
Y4208904,Y42089.04,Q13-3C.03~000011,2018,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,behavioral/externalizing,2018.0
Y4209003,Y42090.03,Q13-3C.04~000010,2018,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,behavioral/externalizing,2018.0
Y4209004,Y42090.04,Q13-3C.04~000011,2018,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,behavioral/externalizing,2018.0
Y4209103,Y42091.03,Q13-3C.05~000010,2018,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,behavioral/externalizing,2018.0
Y4209104,Y42091.04,Q13-3C.05~000011,2018,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,behavioral/externalizing,2018.0
Y4209200,Y42092.00,Q13-3D.01~000013,2018,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,behavioral/externalizing,2018.0
Y4209300,Y42093.00,Q13-3D.02~000013,2018,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,behavioral/externalizing,2018.0
Y4209400,Y42094.00,Q13-3D.03~000013,2018,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,behavioral/externalizing,2018.0
Y4209500,Y42095.00,Q13-3D.04~000013,2018,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,behavioral/externalizing,2018.0
Y4209600,Y42096.00,Q13-3D.05~000013,2018,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,behavioral/externalizing,2018.0
Y4209700,Y42097.00,Q13-3E.01~000019,2018,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,behavioral/externalizing,2018.0
Y4209800,Y42098.00,Q13-3E.02~000019,2018,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,behavioral/externalizing,2018.0
Y4209900,Y42099.00,Q13-3E.03~000019,2018,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,behavioral/externalizing,2018.0
Y4210000,Y42100.00,Q13-3E.04~000019,2018,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,behavioral/externalizing,2018.0
Y4210100,Y42101.00,Q13-3E.05~000019,2018,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,behavioral/externalizing,2018.0
Y4210203,Y42102.03,Q13-3F.01~000028,2018,Survey Methodology,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,behavioral/externalizing,2018.0
Y4210303,Y42103.03,Q13-3F.02~000028,2018,Survey Methodology,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,behavioral/externalizing,2018.0
Y4210403,Y42104.03,Q13-3F.03~000028,2018,Survey Methodology,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,behavioral/externalizing,2018.0
Y4210503,Y42105.03,Q13-3F.04~000028,2018,Survey Methodology,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,behavioral/externalizing,2018.0
Y4210603,Y42106.03,Q13-3F.05~000028,2018,Survey Methodology,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,behavioral/externalizing,2018.0
C6120500,C61205.00,CRES2018,2018,"Household, Geography & Demographics",quick_curated_logit_predictor; substantive_lasso_top30; team_feature_lasso_top30,USUAL RESIDENCE OF CHILD,family/home,2018.0
Y4275601,Y42756.01,YASR-60B-J~000002,2018,Crime & Substance Use,crime_related_variable,HOW MANY TIMES IN LAST YEAR R HURT SOMEONE BADLY ENOUGH TO NEED,prior delinquency/contact,2018.0
Y4276200,Y42762.00,YASR-65A~000001,2018,Crime & Substance Use,crime_related_variable,CHARGES R MOST RECENTLY CONVICTED OF - ASSAULT,prior delinquency/contact,2018.0
Y4276201,Y42762.01,YASR-65A~000002,2018,Crime & Substance Use,crime_related_variable,CHARGES R MOST RECENTLY CONVICTED OF - ROBBERY,prior delinquency/contact,2018.0
Y4276202,Y42762.02,YASR-65A~000003,2018,Crime & Substance Use,crime_related_variable,CHARGES R MOST RECENTLY CONVICTED OF - THEFT,prior delinquency/contact,2018.0
Y4276204,Y42762.04,YASR-65A~000005,2018,Crime & Substance Use,crime_related_variable,CHARGES R MOST RECENTLY CONVICTED OF - DESTRUCTION OF PROPERTY,prior delinquency/contact,2018.0
Y4276400,Y42764.00,YASR-67,2018,Crime & Substance Use,crime_related_variable,EVER/SINCE DATE OF LAST INTERVIEW R BEEN ON PROBATION?,prior delinquency/contact,2018.0
Y4276300,Y42763.00,YASR-66,2018,Other / Unclassified,crime_related_variable,EVER/SINCE DATE OF LAST INTERVIEW R BEEN SENTENCED TO A CORRECTIONS,prior delinquency/contact,2018.0
Y4039500,Y40395.00,Q4-5AA,2018,Crime & Substance Use,crime_related_variable,HAS R EVER SEEN A STUDENT CARRY A WEAPON ON SCHOOL PROPERTY,school/achievement,2018.0
Y4039600,Y40396.00,Q4-5AB,2018,Crime & Substance Use,crime_related_variable,IN LAST SCHOOL YEAR HOW OFTEN HAS R SEEN A STUDENT CARRY A WEAPON,school/achievement,2018.0
Y4275701,Y42757.01,YASR-61A-D~000002,2018,Crime & Substance Use,crime_related_variable,IN LAST YEAR R EVER GOTTEN INTO A PHYSICAL FIGHT AT SCHOOL OR WORK,school/achievement,2018.0
Y4275604,Y42756.04,YASR-60B-J~000005,2018,"Education, Training & Achievement Scores",crime_related_variable,HOW MANY TIMES IN LAST YEAR R DAMAGED SCHOOL PROPERTY ON PURPOSE,school/achievement,2018.0
Y4276206,Y42762.06,YASR-65A~000007,2018,Crime & Substance Use,crime_related_variable,CHARGES R MOST RECENTLY CONVICTED OF - POSSESSION OF MARIJUANA OR,substance/risk behavior,2018.0
Y4276207,Y42762.07,YASR-65A~000008,2018,Crime & Substance Use,crime_related_variable,CHARGES R MOST RECENTLY CONVICTED OF - SELLING OF MARIJUANA OR,substance/risk behavior,2018.0
Y4528701,Y45287.01,Q13-3G.01~000026,2020,"Education, Training & Achievement Scores",crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,behavioral/externalizing,2020.0
Y4528801,Y45288.01,Q13-3G.02~000026,2020,"Education, Training & Achievement Scores",crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,behavioral/externalizing,2020.0
Y4528901,Y45289.01,Q13-3G.03~000026,2020,"Education, Training & Achievement Scores",crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,behavioral/externalizing,2020.0
Y4529001,Y45290.01,Q13-3G.04~000026,2020,"Education, Training & Achievement Scores",crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,behavioral/externalizing,2020.0
Y4529101,Y45291.01,Q13-3G.05~000026,2020,"Education, Training & Achievement Scores",crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL,behavioral/externalizing,2020.0
Y4526203,Y45262.03,Q13-3A.01~000004,2020,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,behavioral/externalizing,2020.0
Y4526205,Y45262.05,Q13-3A.01~000006,2020,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,behavioral/externalizing,2020.0
Y4526303,Y45263.03,Q13-3A.02~000004,2020,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,behavioral/externalizing,2020.0
Y4526305,Y45263.05,Q13-3A.02~000006,2020,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,behavioral/externalizing,2020.0
Y4526403,Y45264.03,Q13-3A.03~000004,2020,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,behavioral/externalizing,2020.0
Y4526405,Y45264.05,Q13-3A.03~000006,2020,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,behavioral/externalizing,2020.0
Y4526503,Y45265.03,Q13-3A.04~000004,2020,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,behavioral/externalizing,2020.0
Y4526505,Y45265.05,Q13-3A.04~000006,2020,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,behavioral/externalizing,2020.0
Y4526603,Y45266.03,Q13-3A.05~000004,2020,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES,behavioral/externalizing,2020.0
Y4526605,Y45266.05,Q13-3A.05~000006,2020,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH,behavioral/externalizing,2020.0
Y4526703,Y45267.03,Q13-3C.01~000010,2020,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,behavioral/externalizing,2020.0
Y4526704,Y45267.04,Q13-3C.01~000011,2020,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,behavioral/externalizing,2020.0
Y4526803,Y45268.03,Q13-3C.02~000010,2020,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,behavioral/externalizing,2020.0
Y4526804,Y45268.04,Q13-3C.02~000011,2020,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,behavioral/externalizing,2020.0
Y4526903,Y45269.03,Q13-3C.03~000010,2020,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,behavioral/externalizing,2020.0
Y4526904,Y45269.04,Q13-3C.03~000011,2020,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,behavioral/externalizing,2020.0
Y4527003,Y45270.03,Q13-3C.04~000010,2020,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,behavioral/externalizing,2020.0
Y4527004,Y45270.04,Q13-3C.04~000011,2020,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,behavioral/externalizing,2020.0
Y4527103,Y45271.03,Q13-3C.05~000010,2020,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME,behavioral/externalizing,2020.0
Y4527104,Y45271.04,Q13-3C.05~000011,2020,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER,behavioral/externalizing,2020.0
Y4527200,Y45272.00,Q13-3D.01~000013,2020,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,behavioral/externalizing,2020.0
Y4527300,Y45273.00,Q13-3D.02~000013,2020,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,behavioral/externalizing,2020.0
Y4527400,Y45274.00,Q13-3D.03~000013,2020,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,behavioral/externalizing,2020.0
Y4527500,Y45275.00,Q13-3D.04~000013,2020,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,behavioral/externalizing,2020.0
Y4527600,Y45276.00,Q13-3D.05~000013,2020,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT,behavioral/externalizing,2020.0
Y4527700,Y45277.00,Q13-3E.01~000019,2020,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,behavioral/externalizing,2020.0
Y4527800,Y45278.00,Q13-3E.02~000019,2020,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,behavioral/externalizing,2020.0
Y4527900,Y45279.00,Q13-3E.03~000019,2020,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,behavioral/externalizing,2020.0
Y4528000,Y45280.00,Q13-3E.04~000019,2020,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,behavioral/externalizing,2020.0
Y4528100,Y45281.00,Q13-3E.05~000019,2020,Other / Unclassified,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT,behavioral/externalizing,2020.0
Y4528203,Y45282.03,Q13-3F.01~000028,2020,Survey Methodology,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,behavioral/externalizing,2020.0
Y4528303,Y45283.03,Q13-3F.02~000028,2020,Survey Methodology,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,behavioral/externalizing,2020.0
Y4528403,Y45284.03,Q13-3F.03~000028,2020,Survey Methodology,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,behavioral/externalizing,2020.0
Y4528503,Y45285.03,Q13-3F.04~000028,2020,Survey Methodology,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,behavioral/externalizing,2020.0
Y4528603,Y45286.03,Q13-3F.05~000028,2020,Survey Methodology,crime_related_variable,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO,behavioral/externalizing,2020.0
Y4596801,Y45968.01,YASR-60B-J~000002,2020,Crime & Substance Use,crime_related_variable,HOW MANY TIMES IN LAST YEAR R HURT SOMEONE BADLY ENOUGH TO NEED,prior delinquency/contact,2020.0
Y4597400,Y45974.00,YASR-65A~000001,2020,Crime & Substance Use,crime_related_variable,CHARGES R MOST RECENTLY CONVICTED OF - ASSAULT,prior delinquency/contact,2020.0
Y4597401,Y45974.01,YASR-65A~000002,2020,Crime & Substance Use,crime_related_variable,CHARGES R MOST RECENTLY CONVICTED OF - ROBBERY,prior delinquency/contact,2020.0
Y4597402,Y45974.02,YASR-65A~000003,2020,Crime & Substance Use,crime_related_variable,CHARGES R MOST RECENTLY CONVICTED OF - THEFT,prior delinquency/contact,2020.0
Y4597404,Y45974.04,YASR-65A~000005,2020,Crime & Substance Use,crime_related_variable,CHARGES R MOST RECENTLY CONVICTED OF - DESTRUCTION OF PROPERTY,prior delinquency/contact,2020.0
Y4597600,Y45976.00,YASR-67,2020,Crime & Substance Use,crime_related_variable,EVER/SINCE DATE OF LAST INTERVIEW R BEEN ON PROBATION?,prior delinquency/contact,2020.0
Y4597500,Y45975.00,YASR-66,2020,Other / Unclassified,crime_related_variable,EVER/SINCE DATE OF LAST INTERVIEW R BEEN SENTENCED TO A CORRECTIONS,prior delinquency/contact,2020.0
Y4344700,Y43447.00,Q4-5AA,2020,Crime & Substance Use,crime_related_variable,HAS R EVER SEEN A STUDENT CARRY A WEAPON ON SCHOOL PROPERTY,school/achievement,2020.0
Y4344800,Y43448.00,Q4-5AB,2020,Crime & Substance Use,crime_related_variable,IN LAST SCHOOL YEAR HOW OFTEN HAS R SEEN A STUDENT CARRY A WEAPON,school/achievement,2020.0
Y4596901,Y45969.01,YASR-61A-D~000002,2020,Crime & Substance Use,crime_related_variable,IN LAST YEAR R EVER GOTTEN INTO A PHYSICAL FIGHT AT SCHOOL OR WORK,school/achievement,2020.0
Y4596804,Y45968.04,YASR-60B-J~000005,2020,"Education, Training & Achievement Scores",crime_related_variable,HOW MANY TIMES IN LAST YEAR R DAMAGED SCHOOL PROPERTY ON PURPOSE,school/achievement,2020.0
Y4597406,Y45974.06,YASR-65A~000007,2020,Crime & Substance Use,crime_related_variable,CHARGES R MOST RECENTLY CONVICTED OF - POSSESSION OF MARIJUANA OR,substance/risk behavior,2020.0
Y4597407,Y45974.07,YASR-65A~000008,2020,Crime & Substance Use,crime_related_variable,CHARGES R MOST RECENTLY CONVICTED OF - SELLING OF MARIJUANA OR,substance/risk behavior,2020.0
C0005400,C00054.00,CSEX,XRND,"Household, Geography & Demographics",demographic_control,SEX OF CHILD,background,
C0005800,C00058.00,BTHORDR,XRND,"Household, Geography & Demographics",demographic_control,BIRTH ORDER OF CHILD,background,
C0005300,C00053.00,CRACE,XRND,"Parents, Family Process & Childhood",demographic_control,RACE OF CHILD (MOTHER'S RACIAL/ETHNIC COHORT FROM SCREENER),background,
C0007000,C00070.00,MAGEBIR,XRND,"Parents, Family Process & Childhood",demographic_control,AGE OF MOTHER AT BIRTH OF CHILD,background,
C0005500,C00055.00,CMOB,XRND,"Sexual Activity, Pregnancy & Fertility",demographic_control,DATE OF BIRTH OF CHILD - MONTH,background,
C0005700,C00057.00,CYRB,XRND,"Sexual Activity, Pregnancy & Fertility",demographic_control,DATE OF BIRTH OF CHILD - YEAR,background,
