C0000100,any_delinquency,any_violence,target_violent_ever,target_property_ever
90002,1.0,1.0,1.0,1.0
90003,1.0,1.0,1.0,1.0
90004,1.0,1.0,1.0,1.0
90401,,,,
90601,1.0,1.0,1.0,1.0
90602,1.0,1.0,1.0,1.0
90603,1.0,1.0,1.0,1.0
91201,1.0,1.0,1.0,1.0
91202,1.0,1.0,1.0,1.0
91401,1.0,1.0,1.0,1.0
91402,1.0,1.0,1.0,1.0
91801,1.0,1.0,1.0,1.0
92301,1.0,1.0,1.0,0.0
92302,1.0,1.0,1.0,1.0
92303,1.0,1.0,1.0,1.0
92801,1.0,1.0,1.0,0.0
92802,1.0,1.0,1.0,0.0
93001,,,,
93002,,,,
93003,0.0,0.0,0.0,
93004,1.0,1.0,1.0,
93201,1.0,0.0,0.0,0.0
93202,1.0,0.0,0.0,0.0
93203,1.0,1.0,1.0,1.0
93501,1.0,1.0,1.0,1.0
93502,1.0,1.0,1.0,1.0
93503,1.0,1.0,1.0,1.0
93601,1.0,1.0,1.0,1.0
93602,1.0,1.0,1.0,1.0
93603,1.0,1.0,1.0,1.0
93901,0.0,0.0,0.0,0.0
93902,0.0,0.0,0.0,
93903,1.0,1.0,1.0,1.0
93904,1.0,1.0,1.0,1.0
94001,0.0,0.0,0.0,1.0
94002,0.0,0.0,1.0,1.0
94201,1.0,1.0,1.0,1.0
94202,1.0,1.0,1.0,1.0
94901,0.0,0.0,0.0,0.0
94902,1.0,1.0,1.0,1.0
95001,1.0,1.0,1.0,1.0
95201,1.0,0.0,0.0,1.0
95301,1.0,0.0,0.0,
95302,1.0,1.0,1.0,1.0
95401,1.0,1.0,1.0,1.0
95402,1.0,1.0,1.0,1.0
96201,1.0,1.0,1.0,0.0
96202,,,1.0,1.0
96203,1.0,1.0,1.0,1.0
96401,,,,
96601,0.0,0.0,0.0,
96602,,,,
96701,1.0,1.0,1.0,1.0
96702,1.0,1.0,1.0,1.0
97101,1.0,1.0,1.0,1.0
97102,1.0,1.0,1.0,1.0
97401,1.0,1.0,1.0,1.0
97402,1.0,1.0,1.0,1.0
97501,0.0,0.0,0.0,0.0
97502,1.0,1.0,1.0,1.0
97801,0.0,0.0,0.0,
97802,1.0,1.0,1.0,1.0
97901,1.0,1.0,1.0,0.0
97902,1.0,1.0,1.0,1.0
98101,1.0,1.0,1.0,1.0
98102,1.0,1.0,1.0,1.0
98601,0.0,0.0,0.0,
98801,,,0.0,0.0
99201,0.0,0.0,0.0,0.0
99202,0.0,0.0,0.0,0.0
99203,0.0,0.0,0.0,0.0
99501,,,0.0,0.0
99502,1.0,1.0,1.0,0.0
99801,1.0,0.0,0.0,0.0
99802,0.0,0.0,0.0,0.0
99803,0.0,0.0,0.0,
99804,,,,
99805,,,,
99901,1.0,1.0,1.0,1.0
99902,1.0,1.0,1.0,1.0
100501,0.0,0.0,0.0,
100502,1.0,0.0,0.0,
100503,1.0,1.0,1.0,1.0
100504,1.0,1.0,1.0,1.0
100505,1.0,1.0,1.0,1.0
100801,,,,
100901,0.0,0.0,0.0,0.0
101501,1.0,1.0,1.0,1.0
101502,1.0,1.0,1.0,1.0
101503,1.0,1.0,1.0,1.0
101504,1.0,1.0,1.0,1.0
101601,,,,
101701,1.0,1.0,1.0,1.0
101702,1.0,1.0,1.0,1.0
101801,,,0.0,0.0
101802,,,,
101901,1.0,1.0,1.0,1.0
101902,1.0,1.0,1.0,1.0
101903,1.0,1.0,1.0,1.0
102401,1.0,1.0,1.0,1.0
102501,,,0.0,0.0
102502,,,1.0,0.0
102503,1.0,1.0,1.0,0.0
102504,1.0,1.0,1.0,0.0
102505,1.0,1.0,1.0,1.0
103001,1.0,1.0,1.0,0.0
103002,0.0,0.0,1.0,0.0
103003,1.0,1.0,1.0,1.0
103004,1.0,1.0,1.0,1.0
103301,1.0,1.0,1.0,1.0
103302,1.0,1.0,1.0,1.0
103303,,,,
103304,1.0,1.0,1.0,1.0
103401,1.0,1.0,1.0,1.0
103402,0.0,0.0,1.0,0.0
103403,1.0,1.0,1.0,0.0
103501,1.0,1.0,1.0,1.0
103502,1.0,1.0,1.0,
103601,0.0,0.0,0.0,
103801,1.0,1.0,1.0,1.0
103802,1.0,1.0,1.0,1.0
103901,1.0,1.0,1.0,1.0
104001,1.0,1.0,1.0,1.0
104801,0.0,0.0,1.0,0.0
104802,1.0,0.0,1.0,0.0
104901,1.0,1.0,1.0,1.0
104902,1.0,1.0,1.0,1.0
104903,1.0,1.0,1.0,1.0
105001,1.0,1.0,1.0,1.0
105601,1.0,0.0,1.0,0.0
105602,0.0,0.0,0.0,0.0
105603,1.0,1.0,1.0,1.0
105701,1.0,1.0,1.0,1.0
105702,1.0,1.0,1.0,1.0
105703,1.0,1.0,1.0,1.0
105704,1.0,1.0,1.0,1.0
106301,1.0,0.0,0.0,0.0
106302,1.0,1.0,1.0,0.0
106501,1.0,1.0,1.0,1.0
106502,1.0,1.0,1.0,1.0
106503,1.0,1.0,1.0,1.0
106901,1.0,0.0,1.0,1.0
106902,1.0,1.0,1.0,1.0
107001,1.0,0.0,0.0,0.0
107002,1.0,0.0,0.0,0.0
107003,1.0,1.0,1.0,0.0
107101,1.0,1.0,1.0,1.0
107102,1.0,1.0,1.0,0.0
107103,1.0,1.0,1.0,1.0
107401,,,,
107601,1.0,1.0,1.0,1.0
107701,0.0,0.0,0.0,1.0
107702,1.0,1.0,1.0,1.0
107703,1.0,0.0,0.0,
107901,1.0,0.0,0.0,1.0
108001,1.0,1.0,1.0,1.0
108002,1.0,1.0,1.0,1.0
108003,1.0,1.0,1.0,1.0
108201,1.0,1.0,1.0,1.0
108202,1.0,1.0,1.0,1.0
108301,1.0,0.0,0.0,
108302,1.0,1.0,1.0,1.0
108601,,,,
108701,1.0,1.0,1.0,1.0
108702,1.0,1.0,1.0,1.0
108703,1.0,1.0,1.0,1.0
108704,1.0,1.0,1.0,1.0
108705,,,,
108801,1.0,1.0,1.0,1.0
108802,1.0,1.0,1.0,1.0
108803,1.0,1.0,1.0,1.0
108804,1.0,1.0,1.0,1.0
108805,1.0,1.0,1.0,1.0
108806,1.0,1.0,1.0,1.0
109001,1.0,1.0,1.0,0.0
109002,1.0,0.0,0.0,1.0
109003,1.0,0.0,0.0,
109301,,,0.0,0.0
109302,,,,
109303,,,,
110101,0.0,0.0,0.0,
110102,0.0,0.0,0.0,
110301,1.0,1.0,1.0,1.0
110401,1.0,1.0,1.0,1.0
110801,1.0,0.0,0.0,
110802,1.0,1.0,1.0,1.0
111001,1.0,1.0,1.0,1.0
111101,0.0,0.0,0.0,1.0
111102,1.0,1.0,1.0,1.0
111201,1.0,1.0,1.0,1.0
111202,1.0,1.0,1.0,1.0
111601,1.0,1.0,1.0,1.0
111602,1.0,1.0,1.0,1.0
111701,,,,
111702,1.0,1.0,1.0,1.0
111703,1.0,1.0,1.0,1.0
111801,1.0,1.0,1.0,1.0
112101,,,,
112102,,,,
112301,1.0,1.0,1.0,0.0
112302,1.0,0.0,1.0,1.0
112303,1.0,0.0,1.0,1.0
112304,1.0,1.0,1.0,1.0
112305,1.0,1.0,1.0,1.0
112601,,,,
112602,,,,
112603,,,,
112801,,,,
113001,1.0,1.0,1.0,1.0
113002,1.0,1.0,1.0,1.0
113101,1.0,1.0,1.0,1.0
113201,1.0,1.0,1.0,1.0
113202,1.0,1.0,1.0,1.0
113301,,,0.0,0.0
113302,,,,
113303,,,,
113501,0.0,0.0,0.0,
113502,,,,
113601,,,,
113602,,,,
114101,1.0,0.0,1.0,1.0
114102,0.0,0.0,1.0,0.0
114701,1.0,1.0,1.0,1.0
114702,1.0,1.0,1.0,1.0
115201,0.0,0.0,0.0,0.0
115202,0.0,0.0,0.0,0.0
115203,1.0,1.0,1.0,1.0
115501,0.0,0.0,0.0,
115701,1.0,1.0,1.0,0.0
115702,1.0,1.0,1.0,1.0
115801,1.0,1.0,1.0,1.0
115802,1.0,1.0,1.0,1.0
115901,1.0,1.0,1.0,1.0
115902,1.0,1.0,1.0,1.0
116001,1.0,1.0,1.0,1.0
116002,1.0,1.0,1.0,1.0
116003,,,,
116004,1.0,1.0,1.0,1.0
116005,1.0,1.0,1.0,1.0
116006,1.0,1.0,1.0,1.0
116101,1.0,0.0,0.0,0.0
116102,0.0,0.0,0.0,
116201,,,,
116301,0.0,0.0,0.0,0.0
116302,1.0,1.0,1.0,1.0
116401,0.0,0.0,1.0,0.0
116402,1.0,1.0,1.0,1.0
116501,0.0,0.0,0.0,0.0
116502,1.0,1.0,1.0,1.0
116503,1.0,1.0,1.0,0.0
116601,0.0,0.0,1.0,0.0
116602,1.0,1.0,1.0,1.0
116701,,,,
116702,,,,
116801,1.0,1.0,1.0,0.0
117001,1.0,1.0,1.0,
117002,1.0,1.0,1.0,1.0
117003,1.0,1.0,1.0,1.0
117004,1.0,1.0,1.0,1.0
117201,0.0,0.0,0.0,0.0
117202,0.0,0.0,0.0,0.0
117203,1.0,1.0,1.0,1.0
117701,1.0,1.0,1.0,1.0
117702,1.0,1.0,1.0,1.0
117901,1.0,1.0,1.0,1.0
117902,1.0,1.0,1.0,1.0
118101,1.0,0.0,0.0,0.0
118102,1.0,1.0,1.0,1.0
118103,1.0,1.0,1.0,1.0
118401,1.0,1.0,1.0,1.0
118402,1.0,1.0,1.0,1.0
118403,1.0,0.0,0.0,
118701,1.0,1.0,1.0,1.0
118702,1.0,1.0,1.0,1.0
118703,1.0,1.0,1.0,1.0
118901,0.0,0.0,0.0,
118902,1.0,0.0,0.0,
119101,1.0,1.0,1.0,1.0
119501,1.0,1.0,1.0,1.0
119502,1.0,1.0,1.0,1.0
119901,0.0,0.0,0.0,0.0
119902,1.0,1.0,1.0,1.0
120001,1.0,1.0,1.0,1.0
120002,1.0,1.0,1.0,1.0
120201,1.0,0.0,0.0,0.0
120202,1.0,1.0,1.0,
120301,1.0,1.0,1.0,1.0
120302,1.0,1.0,1.0,1.0
120701,0.0,0.0,0.0,0.0
120702,1.0,1.0,1.0,1.0
120901,1.0,1.0,1.0,0.0
120902,1.0,1.0,1.0,1.0
120903,1.0,1.0,1.0,1.0
121001,1.0,1.0,1.0,1.0
121002,1.0,1.0,1.0,0.0
121003,1.0,1.0,1.0,1.0
121004,1.0,1.0,1.0,1.0
121005,1.0,1.0,1.0,1.0
121006,1.0,1.0,1.0,1.0
121201,0.0,0.0,1.0,0.0
121202,1.0,1.0,1.0,1.0
121301,1.0,1.0,1.0,1.0
121302,1.0,0.0,0.0,1.0
121401,0.0,0.0,0.0,0.0
121402,,,,
121403,,,,
121404,,,,
121601,1.0,1.0,1.0,1.0
121602,,,,
121603,1.0,0.0,0.0,1.0
121604,1.0,1.0,1.0,1.0
122001,1.0,1.0,1.0,1.0
122002,0.0,0.0,1.0,0.0
122003,1.0,1.0,1.0,1.0
122101,0.0,0.0,0.0,1.0
122102,1.0,1.0,1.0,0.0
122103,1.0,1.0,1.0,1.0
122301,1.0,1.0,1.0,1.0
122302,1.0,1.0,1.0,1.0
122401,1.0,1.0,1.0,1.0
122402,1.0,1.0,1.0,1.0
122403,1.0,1.0,1.0,1.0
122501,1.0,1.0,1.0,1.0
122502,1.0,1.0,1.0,1.0
122601,1.0,1.0,1.0,1.0
122602,1.0,1.0,1.0,1.0
122701,0.0,0.0,0.0,1.0
122702,1.0,1.0,1.0,1.0
122703,,,,
122704,1.0,1.0,1.0,1.0
122801,,,0.0,0.0
122802,,,1.0,0.0
122803,1.0,1.0,1.0,1.0
123001,0.0,0.0,0.0,0.0
123002,0.0,0.0,0.0,0.0
123101,1.0,1.0,1.0,1.0
123102,1.0,1.0,1.0,1.0
123301,1.0,1.0,1.0,0.0
123302,1.0,1.0,1.0,1.0
123401,1.0,1.0,1.0,1.0
123402,1.0,1.0,1.0,1.0
123601,1.0,1.0,1.0,1.0
123602,1.0,1.0,1.0,1.0
123603,1.0,1.0,1.0,1.0
123801,1.0,0.0,0.0,0.0
123802,1.0,1.0,1.0,1.0
123803,0.0,0.0,0.0,0.0
123804,1.0,1.0,1.0,1.0
123805,1.0,1.0,1.0,1.0
124101,,,1.0,1.0
124102,,,,
124103,1.0,1.0,1.0,1.0
124104,1.0,1.0,1.0,1.0
124201,1.0,1.0,1.0,1.0
124401,0.0,0.0,0.0,0.0
124402,1.0,1.0,1.0,1.0
124403,1.0,1.0,1.0,1.0
124601,1.0,1.0,1.0,1.0
124602,1.0,1.0,1.0,1.0
125001,0.0,0.0,0.0,0.0
125002,1.0,1.0,1.0,1.0
125003,1.0,1.0,1.0,1.0
125101,1.0,0.0,0.0,0.0
125301,1.0,1.0,1.0,1.0
125401,,,0.0,0.0
125402,,,,
125403,,,,
125404,,,,
125501,,,,
125801,1.0,1.0,1.0,1.0
125802,1.0,1.0,1.0,1.0
125803,1.0,1.0,1.0,1.0
125804,1.0,1.0,1.0,1.0
125901,1.0,0.0,0.0,0.0
126101,1.0,1.0,1.0,1.0
126301,1.0,1.0,1.0,1.0
126901,1.0,1.0,0.0,0.0
126902,0.0,0.0,0.0,
126903,1.0,1.0,1.0,1.0
127001,0.0,0.0,0.0,
127002,1.0,1.0,1.0,1.0
127101,,,,
127701,,,0.0,0.0
127901,0.0,0.0,0.0,0.0
127902,1.0,1.0,1.0,1.0
127903,1.0,1.0,1.0,1.0
128601,1.0,1.0,1.0,1.0
128602,1.0,1.0,1.0,1.0
129001,0.0,0.0,1.0,1.0
129002,1.0,1.0,1.0,1.0
129301,0.0,0.0,0.0,0.0
129302,1.0,1.0,1.0,0.0
129303,0.0,0.0,1.0,1.0
129501,1.0,1.0,1.0,1.0
129502,1.0,1.0,1.0,1.0
129503,1.0,1.0,1.0,1.0
129504,0.0,0.0,0.0,
129601,1.0,1.0,1.0,1.0
129602,,,0.0,0.0
129701,1.0,0.0,0.0,0.0
129702,1.0,0.0,1.0,1.0
129703,0.0,0.0,0.0,0.0
129801,,,,
129802,,,,
130201,,,,
130401,1.0,1.0,1.0,1.0
130402,,,,
130403,,,,
130501,1.0,1.0,1.0,1.0
130502,0.0,0.0,0.0,
130601,1.0,1.0,0.0,0.0
130602,1.0,1.0,1.0,1.0
130603,1.0,1.0,1.0,1.0
130604,1.0,1.0,1.0,1.0
130801,1.0,1.0,1.0,0.0
130802,,,,
130803,1.0,1.0,1.0,0.0
131001,1.0,1.0,1.0,1.0
131002,1.0,1.0,1.0,1.0
131003,1.0,1.0,1.0,1.0
131201,0.0,0.0,1.0,0.0
131301,1.0,1.0,1.0,0.0
131302,1.0,1.0,1.0,1.0
132201,1.0,1.0,1.0,1.0
132301,1.0,1.0,1.0,1.0
132302,1.0,1.0,1.0,1.0
132401,1.0,1.0,1.0,1.0
132402,1.0,1.0,1.0,1.0
132403,1.0,1.0,1.0,1.0
132404,1.0,1.0,1.0,1.0
132405,1.0,1.0,1.0,1.0
132601,1.0,1.0,1.0,1.0
132602,1.0,1.0,1.0,1.0
132701,1.0,1.0,1.0,1.0
132702,1.0,1.0,1.0,1.0
132801,1.0,0.0,0.0,
132802,1.0,1.0,1.0,1.0
133501,1.0,1.0,1.0,1.0
133601,,,,
133602,,,,
133603,,,,
133604,,,,
134101,0.0,0.0,0.0,0.0
134102,,,,
134103,1.0,1.0,1.0,1.0
134301,0.0,0.0,0.0,0.0
134302,1.0,1.0,1.0,0.0
134701,,,,
134801,,,,
134802,,,,
134803,,,,
134804,,,,
135201,0.0,0.0,1.0,0.0
135202,0.0,0.0,1.0,0.0
135203,1.0,1.0,1.0,1.0
135601,1.0,1.0,1.0,1.0
135602,1.0,1.0,1.0,1.0
135901,1.0,1.0,1.0,1.0
135902,1.0,1.0,1.0,1.0
135903,1.0,1.0,1.0,1.0
136001,1.0,1.0,1.0,1.0
136101,1.0,1.0,1.0,0.0
136102,1.0,1.0,1.0,1.0
136201,1.0,1.0,1.0,1.0
136202,1.0,1.0,1.0,1.0
136601,1.0,1.0,1.0,1.0
137001,1.0,1.0,1.0,1.0
137401,1.0,1.0,1.0,1.0
137402,1.0,1.0,1.0,1.0
137501,1.0,1.0,1.0,1.0
137502,1.0,1.0,1.0,1.0
137601,1.0,0.0,0.0,0.0
137602,1.0,1.0,1.0,0.0
137603,1.0,1.0,1.0,1.0
137701,0.0,0.0,0.0,0.0
137702,1.0,1.0,1.0,0.0
137801,1.0,1.0,1.0,1.0
138101,1.0,1.0,1.0,0.0
138102,1.0,1.0,1.0,1.0
138103,1.0,1.0,1.0,1.0
138201,,,,
138501,1.0,1.0,1.0,1.0
138801,0.0,0.0,0.0,
138802,0.0,0.0,0.0,
138803,0.0,0.0,0.0,
138804,1.0,1.0,1.0,1.0
138901,1.0,1.0,1.0,1.0
138902,1.0,1.0,1.0,1.0
139101,1.0,0.0,1.0,0.0
139102,0.0,0.0,0.0,1.0
139103,0.0,0.0,1.0,0.0
139401,1.0,0.0,0.0,1.0
139402,0.0,0.0,0.0,1.0
139801,,,,
139802,1.0,1.0,1.0,1.0
139901,1.0,1.0,1.0,1.0
139902,1.0,1.0,1.0,1.0
140001,0.0,0.0,0.0,
140002,,,,
140003,,,,
140004,1.0,1.0,1.0,1.0
140101,,,0.0,0.0
140102,,,0.0,0.0
140103,,,,
140104,1.0,0.0,1.0,1.0
140105,,,,
140106,,,,
140107,1.0,1.0,1.0,1.0
140201,1.0,1.0,1.0,1.0
140601,1.0,1.0,1.0,1.0
140602,,,0.0,0.0
140603,,,,
140604,1.0,0.0,0.0,
140605,,,,
140606,1.0,1.0,1.0,1.0
140701,,,,
140901,1.0,1.0,1.0,0.0
140902,1.0,1.0,1.0,1.0
141001,0.0,0.0,1.0,0.0
141002,1.0,1.0,1.0,1.0
141101,1.0,1.0,1.0,1.0
141201,1.0,1.0,1.0,1.0
141401,1.0,0.0,1.0,1.0
141402,1.0,0.0,0.0,1.0
141403,1.0,1.0,1.0,0.0
141404,1.0,1.0,1.0,0.0
141405,1.0,1.0,1.0,0.0
141501,1.0,1.0,1.0,0.0
141502,1.0,1.0,0.0,0.0
141503,1.0,1.0,1.0,1.0
141504,1.0,1.0,1.0,1.0
141505,1.0,1.0,1.0,1.0
141506,1.0,0.0,1.0,1.0
141507,,,,
141601,1.0,1.0,1.0,0.0
141602,1.0,1.0,1.0,1.0
141603,0.0,0.0,0.0,0.0
141901,1.0,1.0,1.0,0.0
141902,1.0,1.0,1.0,1.0
142101,,,,
142102,,,,
142301,1.0,0.0,0.0,0.0
142302,1.0,0.0,1.0,1.0
142303,0.0,0.0,0.0,0.0
142304,0.0,0.0,0.0,0.0
142305,1.0,1.0,1.0,1.0
142601,0.0,0.0,0.0,0.0
143501,1.0,1.0,1.0,1.0
143502,1.0,1.0,1.0,1.0
143503,1.0,1.0,1.0,1.0
143601,0.0,0.0,1.0,0.0
143602,1.0,1.0,1.0,1.0
143603,1.0,1.0,1.0,1.0
143701,1.0,1.0,1.0,1.0
143702,1.0,1.0,1.0,1.0
143703,1.0,1.0,1.0,1.0
143801,1.0,1.0,1.0,0.0
143802,1.0,1.0,1.0,1.0
143803,1.0,1.0,1.0,1.0
143901,1.0,1.0,1.0,1.0
144001,1.0,1.0,1.0,0.0
144002,1.0,1.0,1.0,1.0
144003,0.0,0.0,1.0,0.0
144004,1.0,1.0,1.0,1.0
144201,1.0,1.0,1.0,1.0
144202,1.0,1.0,1.0,1.0
144301,1.0,0.0,0.0,0.0
144302,1.0,1.0,1.0,1.0
144303,1.0,1.0,1.0,1.0
144601,1.0,1.0,1.0,0.0
144602,1.0,1.0,1.0,1.0
144603,1.0,1.0,1.0,1.0
145101,0.0,0.0,0.0,0.0
145102,0.0,0.0,1.0,0.0
145103,1.0,1.0,1.0,1.0
145401,1.0,1.0,1.0,1.0
145402,1.0,0.0,0.0,0.0
145501,0.0,0.0,0.0,0.0
145502,1.0,1.0,1.0,0.0
145503,1.0,1.0,1.0,0.0
145504,0.0,0.0,0.0,0.0
145901,0.0,0.0,0.0,0.0
146001,1.0,0.0,0.0,
146002,,,,
146003,,,,
146501,1.0,1.0,1.0,1.0
146701,,,,
146901,,,0.0,0.0
146902,1.0,0.0,0.0,
146903,1.0,1.0,1.0,0.0
147001,0.0,0.0,0.0,0.0
147002,1.0,1.0,1.0,0.0
147401,0.0,0.0,0.0,0.0
147402,1.0,1.0,1.0,1.0
147801,,,,
147802,,,,
148201,1.0,0.0,0.0,
148202,0.0,0.0,0.0,0.0
148203,1.0,1.0,1.0,1.0
148401,1.0,0.0,0.0,0.0
148901,1.0,1.0,1.0,0.0
148902,1.0,1.0,1.0,1.0
148903,1.0,1.0,1.0,1.0
148904,1.0,1.0,1.0,1.0
149001,0.0,0.0,0.0,0.0
149101,1.0,1.0,1.0,1.0
149102,0.0,0.0,0.0,0.0
149301,0.0,0.0,0.0,0.0
149302,1.0,1.0,1.0,1.0
149401,1.0,0.0,0.0,0.0
149402,1.0,1.0,1.0,1.0
149403,1.0,1.0,1.0,1.0
149501,1.0,1.0,1.0,1.0
149502,0.0,0.0,0.0,0.0
149801,1.0,1.0,1.0,1.0
149802,1.0,1.0,1.0,1.0
149901,0.0,0.0,0.0,0.0
149902,1.0,1.0,1.0,1.0
150201,1.0,1.0,1.0,1.0
150202,1.0,1.0,1.0,1.0
150203,1.0,1.0,1.0,1.0
150204,0.0,0.0,0.0,0.0
150701,0.0,0.0,0.0,
150702,1.0,1.0,1.0,1.0
151201,1.0,1.0,1.0,1.0
151202,1.0,1.0,1.0,1.0
151701,,,0.0,0.0
151702,,,0.0,0.0
151703,,,,
151901,,,1.0,0.0
151902,1.0,1.0,1.0,0.0
151903,1.0,1.0,1.0,1.0
152201,1.0,1.0,1.0,1.0
152401,0.0,0.0,0.0,1.0
152402,1.0,1.0,1.0,0.0
152403,1.0,1.0,1.0,0.0
152501,1.0,0.0,1.0,0.0
152502,,,,
152503,1.0,1.0,1.0,
152504,1.0,1.0,1.0,1.0
152505,1.0,1.0,1.0,1.0
153101,,,,
153201,1.0,1.0,1.0,1.0
153202,1.0,1.0,1.0,1.0
153203,1.0,1.0,1.0,1.0
153204,1.0,1.0,1.0,1.0
153301,1.0,0.0,0.0,0.0
153302,1.0,1.0,1.0,1.0
153401,1.0,0.0,0.0,0.0
153402,1.0,1.0,1.0,1.0
153801,1.0,1.0,1.0,1.0
153802,1.0,1.0,1.0,1.0
153901,0.0,0.0,1.0,0.0
153902,1.0,1.0,1.0,1.0
154001,1.0,1.0,1.0,1.0
154101,1.0,0.0,0.0,1.0
154102,1.0,1.0,1.0,1.0
154401,1.0,1.0,1.0,1.0
154402,1.0,1.0,1.0,1.0
154403,0.0,0.0,0.0,
154601,,,,
154602,0.0,0.0,0.0,0.0
154603,1.0,1.0,1.0,1.0
154801,1.0,0.0,1.0,0.0
154802,1.0,1.0,1.0,0.0
154901,0.0,0.0,0.0,0.0
154902,1.0,1.0,1.0,1.0
154903,1.0,1.0,1.0,1.0
154904,1.0,1.0,1.0,1.0
155101,1.0,1.0,1.0,0.0
155102,1.0,0.0,0.0,0.0
155201,0.0,0.0,0.0,0.0
155301,1.0,1.0,1.0,1.0
155801,1.0,1.0,1.0,0.0
155901,1.0,0.0,0.0,0.0
155902,1.0,0.0,0.0,0.0
156201,,,0.0,0.0
156401,1.0,1.0,1.0,1.0
156402,1.0,1.0,1.0,1.0
156601,1.0,0.0,0.0,1.0
156602,1.0,0.0,0.0,1.0
156603,1.0,1.0,1.0,1.0
156604,1.0,1.0,1.0,1.0
156605,1.0,1.0,1.0,1.0
157101,1.0,0.0,1.0,1.0
157102,1.0,1.0,1.0,1.0
157901,1.0,1.0,1.0,1.0
158101,0.0,0.0,1.0,0.0
158102,1.0,1.0,1.0,1.0
158301,0.0,0.0,0.0,0.0
158302,1.0,1.0,1.0,0.0
158401,1.0,1.0,1.0,1.0
158402,1.0,1.0,1.0,1.0
158701,1.0,1.0,1.0,1.0
158702,1.0,1.0,1.0,1.0
159201,1.0,1.0,1.0,1.0
159202,1.0,1.0,1.0,1.0
159301,1.0,1.0,1.0,1.0
159302,1.0,1.0,1.0,1.0
159601,1.0,1.0,1.0,1.0
159602,1.0,1.0,1.0,0.0
159603,1.0,0.0,1.0,0.0
159604,1.0,0.0,0.0,0.0
159605,1.0,1.0,1.0,1.0
159606,1.0,1.0,1.0,1.0
159607,1.0,1.0,1.0,1.0
159801,1.0,1.0,1.0,1.0
159802,1.0,1.0,1.0,1.0
159901,0.0,0.0,0.0,0.0
160001,1.0,0.0,0.0,0.0
160002,1.0,0.0,1.0,1.0
160003,1.0,1.0,1.0,1.0
160004,1.0,1.0,1.0,0.0
160501,1.0,0.0,0.0,
160502,1.0,1.0,1.0,1.0
160601,0.0,0.0,0.0,
160602,1.0,1.0,1.0,1.0
160801,0.0,0.0,1.0,1.0
160901,0.0,0.0,0.0,0.0
160902,1.0,1.0,1.0,0.0
161001,0.0,0.0,0.0,0.0
161002,0.0,0.0,0.0,0.0
161601,0.0,0.0,0.0,0.0
161602,1.0,1.0,1.0,1.0
161701,1.0,1.0,1.0,0.0
161702,1.0,1.0,1.0,1.0
161703,1.0,1.0,1.0,1.0
162301,1.0,1.0,1.0,1.0
162501,0.0,0.0,0.0,0.0
162502,0.0,0.0,0.0,
162901,1.0,1.0,1.0,1.0
162902,1.0,1.0,1.0,1.0
163401,1.0,1.0,1.0,1.0
163801,0.0,0.0,0.0,0.0
163802,1.0,0.0,0.0,0.0
163803,0.0,0.0,0.0,
163804,1.0,1.0,1.0,1.0
163901,1.0,1.0,1.0,1.0
163902,1.0,1.0,1.0,1.0
163903,1.0,1.0,1.0,1.0
163904,1.0,1.0,1.0,1.0
164001,1.0,1.0,1.0,1.0
164002,1.0,1.0,1.0,1.0
164201,1.0,1.0,1.0,0.0
164202,1.0,1.0,1.0,1.0
164203,1.0,1.0,1.0,1.0
164801,,,1.0,0.0
164802,1.0,1.0,1.0,1.0
164803,1.0,1.0,1.0,1.0
164901,1.0,0.0,1.0,0.0
164902,1.0,1.0,1.0,1.0
164903,1.0,1.0,1.0,1.0
164904,1.0,1.0,1.0,1.0
165001,1.0,1.0,1.0,1.0
165002,,,,
165003,1.0,1.0,1.0,1.0
165004,1.0,1.0,1.0,1.0
165005,1.0,1.0,1.0,1.0
165006,1.0,1.0,1.0,1.0
165201,1.0,1.0,1.0,1.0
165501,1.0,1.0,1.0,1.0
165502,1.0,1.0,1.0,1.0
165601,1.0,1.0,1.0,1.0
165602,1.0,1.0,1.0,1.0
165701,1.0,1.0,1.0,1.0
165702,1.0,1.0,1.0,1.0
165801,1.0,1.0,1.0,1.0
165802,1.0,1.0,1.0,1.0
166101,1.0,1.0,1.0,1.0
166201,1.0,1.0,1.0,0.0
166202,1.0,1.0,1.0,1.0
166601,1.0,1.0,1.0,1.0
166602,1.0,1.0,1.0,1.0
166603,1.0,1.0,1.0,1.0
167101,,,,
167102,,,,
167401,1.0,0.0,0.0,0.0
167402,1.0,1.0,1.0,1.0
167403,0.0,0.0,1.0,0.0
167404,,,,
167501,1.0,1.0,1.0,1.0
167502,1.0,1.0,1.0,1.0
167503,1.0,1.0,1.0,1.0
167504,1.0,1.0,1.0,1.0
167601,1.0,1.0,1.0,1.0
167602,1.0,1.0,1.0,1.0
168301,0.0,0.0,0.0,0.0
168501,1.0,1.0,1.0,1.0
168901,,,,
168902,,,,
168903,,,,
169001,1.0,1.0,1.0,1.0
169002,0.0,0.0,0.0,0.0
169003,1.0,1.0,1.0,1.0
169004,1.0,1.0,1.0,1.0
169101,,,,
169102,0.0,0.0,0.0,
169901,,,,
169902,,,,
170401,0.0,0.0,0.0,
170402,1.0,0.0,0.0,
170403,1.0,1.0,1.0,1.0
170404,1.0,1.0,1.0,1.0
170405,1.0,1.0,1.0,1.0
170501,1.0,0.0,0.0,
170502,,,,
170503,,,,
170504,,,,
170505,,,,
171401,1.0,1.0,1.0,1.0
