C0000100,severity_worst,severity_label,total_convictions_63,total_conviction_types,total_probation,total_incarcerated,target_violent_ever,target_property_ever,target_violent_first_event_year,target_property_first_event_year
112603,0,none,0.0,0.0,0.0,0.0,,,,
112801,0,none,0.0,0.0,0.0,0.0,,,,
113001,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2000.0,2004.0
113002,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2008.0
113101,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
113201,0,none,0.0,0.0,1.0,0.0,1.0,1.0,2002.0,2002.0
113202,0,none,0.0,0.0,1.0,0.0,1.0,1.0,2002.0,2004.0
113301,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
113302,0,none,0.0,0.0,0.0,0.0,,,,
113303,0,none,0.0,0.0,0.0,0.0,,,,
113501,0,none,0.0,0.0,0.0,0.0,0.0,,,
113502,0,none,0.0,0.0,0.0,0.0,,,,
113601,0,none,0.0,0.0,0.0,0.0,,,,
113602,0,none,0.0,0.0,0.0,0.0,,,,
114101,1,mild,0.0,1.0,2.0,1.0,1.0,1.0,1996.0,1998.0
114102,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1996.0,
114701,0,none,0.0,0.0,1.0,0.0,1.0,1.0,2006.0,2010.0
114702,3,major,0.0,1.0,0.0,0.0,1.0,1.0,2010.0,2012.0
115201,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
115202,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
115203,3,major,0.0,1.0,1.0,0.0,1.0,1.0,2004.0,2006.0
115501,0,none,0.0,0.0,0.0,0.0,0.0,,,
115701,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1998.0,
115702,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2008.0
115801,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2000.0,2002.0
115802,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
115901,1,mild,0.0,1.0,0.0,0.0,1.0,1.0,2004.0,2004.0
115902,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2018.0,2018.0
116001,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
116002,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2004.0
116003,0,none,0.0,0.0,0.0,0.0,,,,
116004,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2010.0
116005,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2014.0,2014.0
116006,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2016.0,2016.0
116101,0,none,0.0,0.0,2.0,1.0,0.0,0.0,,
116102,0,none,0.0,0.0,0.0,0.0,0.0,,,
116201,0,none,0.0,0.0,0.0,0.0,,,,
116301,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
116302,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,1998.0
116401,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1992.0,
116402,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2000.0,2004.0
116501,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
116502,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1992.0,1992.0
116503,0,none,0.0,0.0,3.0,0.0,1.0,0.0,1998.0,
116601,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1994.0,
116602,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2004.0
116701,0,none,0.0,0.0,0.0,0.0,,,,
116702,0,none,0.0,0.0,0.0,0.0,,,,
116801,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1996.0,
117001,0,none,0.0,0.0,0.0,0.0,1.0,,2002.0,
117002,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
117003,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2006.0
117004,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2008.0
117201,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
117202,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
117203,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1998.0,2002.0
117701,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2004.0
117702,1,mild,0.0,2.0,3.0,1.0,1.0,1.0,2004.0,2008.0
117901,0,none,0.0,0.0,1.0,0.0,1.0,1.0,1998.0,2002.0
117902,3,major,0.0,1.0,1.0,1.0,1.0,1.0,2002.0,2002.0
118101,0,none,0.0,0.0,1.0,0.0,0.0,0.0,,
118102,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1998.0,2004.0
118103,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2010.0,2010.0
118401,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2000.0,2002.0
118402,2,intermediate,0.0,1.0,0.0,0.0,1.0,1.0,2002.0,2002.0
118403,0,none,0.0,0.0,1.0,0.0,0.0,,,
118701,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
118702,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2006.0,2006.0
118703,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2008.0
118901,0,none,0.0,0.0,0.0,0.0,0.0,,,
118902,2,intermediate,0.0,1.0,1.0,1.0,0.0,,,
119101,3,major,1.0,2.0,1.0,0.0,1.0,1.0,1994.0,1996.0
119501,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2012.0,2012.0
119502,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2014.0,2014.0
119901,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
119902,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2004.0
120001,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2004.0
120002,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2006.0,2006.0
120201,1,mild,0.0,1.0,0.0,0.0,0.0,0.0,,
120202,0,none,0.0,0.0,0.0,0.0,1.0,,2004.0,
120301,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2004.0
120302,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2004.0
120701,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
120702,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
120901,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1990.0,
120902,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1996.0,1996.0
120903,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2000.0,2002.0
121001,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1990.0,1992.0
121002,0,none,0.0,0.0,0.0,0.0,1.0,0.0,2000.0,
121003,0,none,0.0,0.0,4.0,1.0,1.0,1.0,1996.0,2002.0
121004,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2000.0,2004.0
121005,1,mild,0.0,1.0,1.0,0.0,1.0,1.0,2002.0,2004.0
121006,0,none,0.0,0.0,2.0,0.0,1.0,1.0,2004.0,2004.0
121201,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1988.0,
121202,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2008.0
121301,3,major,6.0,3.0,2.0,2.0,1.0,1.0,1994.0,1994.0
121302,0,none,0.0,0.0,1.0,0.0,0.0,1.0,,1994.0
121401,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
121402,0,none,0.0,0.0,0.0,0.0,,,,
121403,0,none,0.0,0.0,0.0,0.0,,,,
121404,0,none,0.0,0.0,0.0,0.0,,,,
121601,3,major,13.0,4.0,3.0,1.0,1.0,1.0,1988.0,1992.0
121602,0,none,0.0,0.0,0.0,0.0,,,,
121603,0,none,0.0,0.0,0.0,0.0,0.0,1.0,,1994.0
121604,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2000.0
122001,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1998.0,2002.0
122002,0,none,0.0,0.0,0.0,0.0,1.0,0.0,2002.0,
122003,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2012.0,2012.0
122101,0,none,0.0,0.0,0.0,0.0,0.0,1.0,,1990.0
122102,1,mild,0.0,1.0,1.0,0.0,1.0,0.0,1996.0,
122103,0,none,0.0,0.0,1.0,1.0,1.0,1.0,2004.0,2004.0
122301,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2006.0,2006.0
122302,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2006.0,2008.0
122401,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1990.0,1990.0
122402,3,major,1.0,4.0,1.0,2.0,1.0,1.0,1992.0,1990.0
122403,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2000.0,2002.0
122501,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1996.0,1990.0
122502,3,major,1.0,1.0,3.0,0.0,1.0,1.0,1996.0,1996.0
122601,3,major,2.0,2.0,2.0,1.0,1.0,1.0,1988.0,1992.0
122602,3,major,1.0,1.0,0.0,0.0,1.0,1.0,1992.0,1992.0
122701,0,none,0.0,0.0,0.0,0.0,0.0,1.0,,1992.0
122702,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1996.0,1988.0
122703,0,none,0.0,0.0,0.0,0.0,,,,
122704,0,none,0.0,0.0,2.0,1.0,1.0,1.0,2002.0,2002.0
122801,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
122802,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1994.0,
122803,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2008.0
123001,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
123002,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
123101,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2010.0,2012.0
123102,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2014.0,2014.0
123301,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1996.0,
123302,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2000.0,2002.0
123401,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2006.0,2006.0
123402,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2016.0,2016.0
123601,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2006.0
123602,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2010.0,2010.0
123603,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2014.0,2016.0
123801,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
123802,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1996.0,1996.0
123803,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
123804,1,mild,0.0,1.0,0.0,0.0,1.0,1.0,2002.0,2002.0
123805,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
124101,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1994.0,1994.0
124102,0,none,0.0,0.0,0.0,0.0,,,,
124103,1,mild,0.0,2.0,2.0,2.0,1.0,1.0,2002.0,2002.0
124104,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2004.0
124201,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2006.0
124401,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
124402,3,major,0.0,1.0,2.0,0.0,1.0,1.0,2002.0,2002.0
124403,0,none,0.0,0.0,2.0,1.0,1.0,1.0,2002.0,2002.0
124601,1,mild,0.0,1.0,1.0,1.0,1.0,1.0,1998.0,2002.0
124602,2,intermediate,0.0,3.0,2.0,1.0,1.0,1.0,2000.0,2002.0
125001,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
125002,1,mild,0.0,1.0,1.0,0.0,1.0,1.0,1996.0,2002.0
125003,1,mild,0.0,1.0,0.0,0.0,1.0,1.0,2006.0,2006.0
125101,0,none,0.0,0.0,0.0,1.0,0.0,0.0,,
125301,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
125401,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
125402,0,none,0.0,0.0,0.0,0.0,,,,
125403,0,none,0.0,0.0,0.0,0.0,,,,
125404,0,none,0.0,0.0,0.0,0.0,,,,
125501,0,none,0.0,0.0,0.0,0.0,,,,
125801,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1996.0,2002.0
125802,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
125803,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2000.0,2004.0
125804,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2006.0,2006.0
125901,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
126101,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2004.0
126301,0,none,0.0,0.0,1.0,1.0,1.0,1.0,2002.0,2002.0
126901,3,major,0.0,1.0,0.0,0.0,0.0,0.0,,
126902,0,none,0.0,0.0,0.0,0.0,0.0,,,
126903,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2016.0,2016.0
127001,0,none,0.0,0.0,0.0,0.0,0.0,,,
127002,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2014.0,2014.0
127101,0,none,0.0,0.0,0.0,0.0,,,,
127701,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
127901,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
127902,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
127903,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2004.0
128601,0,none,0.0,0.0,1.0,0.0,1.0,1.0,2002.0,2004.0
128602,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2008.0
129001,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1990.0,1988.0
129002,0,none,0.0,0.0,1.0,0.0,1.0,1.0,2000.0,2002.0
129301,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
129302,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1998.0,
129303,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1998.0,1994.0
129501,3,major,0.0,2.0,1.0,1.0,1.0,1.0,2004.0,2004.0
129502,3,major,0.0,2.0,3.0,3.0,1.0,1.0,2004.0,2004.0
129503,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2008.0
129504,0,none,0.0,0.0,0.0,0.0,0.0,,,
129601,1,mild,0.0,1.0,1.0,0.0,1.0,1.0,2000.0,1998.0
129602,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
129701,0,none,0.0,0.0,1.0,1.0,0.0,0.0,,
129702,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1994.0,1994.0
129703,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
129801,0,none,0.0,0.0,0.0,0.0,,,,
129802,0,none,0.0,0.0,0.0,0.0,,,,
130201,0,none,0.0,0.0,0.0,0.0,,,,
130401,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2000.0,1998.0
130402,0,none,0.0,0.0,0.0,0.0,,,,
130403,0,none,0.0,0.0,0.0,0.0,,,,
130501,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1998.0,2002.0
130502,0,none,0.0,0.0,0.0,0.0,0.0,,,
130601,3,major,1.0,4.0,0.0,0.0,0.0,0.0,,
130602,0,none,0.0,0.0,2.0,1.0,1.0,1.0,1998.0,2002.0
130603,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2004.0
130604,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2012.0,2012.0
130801,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1994.0,
130802,0,none,0.0,0.0,0.0,0.0,,,,
130803,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1998.0,
131001,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2008.0
131002,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2010.0,2010.0
131003,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2014.0,2014.0
131201,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1992.0,
131301,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1996.0,
131302,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2008.0
132201,0,none,0.0,0.0,1.0,2.0,1.0,1.0,2002.0,2002.0
132301,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2008.0
132302,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2010.0,2010.0
132401,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,1998.0
132402,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2004.0
132403,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2006.0
132404,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2010.0,2010.0
132405,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2014.0,2014.0
132601,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2014.0,2014.0
132602,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2016.0,2016.0
132701,0,none,0.0,0.0,2.0,0.0,1.0,1.0,2002.0,2002.0
132702,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2010.0,2010.0
132801,1,mild,0.0,1.0,1.0,0.0,0.0,,,
132802,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2006.0,2006.0
133501,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2010.0,2008.0
133601,0,none,0.0,0.0,0.0,0.0,,,,
133602,0,none,0.0,0.0,0.0,0.0,,,,
133603,0,none,0.0,0.0,0.0,0.0,,,,
133604,0,none,0.0,0.0,0.0,0.0,,,,
134101,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
134102,0,none,0.0,0.0,0.0,0.0,,,,
134103,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2000.0,2002.0
134301,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
134302,0,none,0.0,0.0,2.0,1.0,1.0,0.0,1998.0,
134701,0,none,0.0,0.0,0.0,0.0,,,,
134801,0,none,0.0,0.0,0.0,0.0,,,,
134802,0,none,0.0,0.0,0.0,0.0,,,,
134803,0,none,0.0,0.0,0.0,0.0,,,,
134804,0,none,0.0,0.0,0.0,0.0,,,,
135201,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1992.0,
135202,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1992.0,
135203,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
135601,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2006.0,2006.0
135602,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2008.0
135901,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
135902,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2008.0
135903,0,none,0.0,0.0,1.0,0.0,1.0,1.0,2012.0,2012.0
136001,1,mild,0.0,1.0,2.0,0.0,1.0,1.0,2002.0,2006.0
136101,3,major,0.0,1.0,0.0,0.0,1.0,0.0,1994.0,
136102,0,none,0.0,0.0,1.0,0.0,1.0,1.0,2010.0,2010.0
136201,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2008.0
136202,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2010.0,2010.0
136601,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2012.0,2012.0
137001,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2006.0,2006.0
137401,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2008.0
137402,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2014.0,2010.0
137501,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2000.0,1998.0
137502,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2008.0
137601,0,none,0.0,0.0,3.0,0.0,0.0,0.0,,
137602,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1994.0,
137603,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1998.0,2002.0
137701,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
137702,0,none,0.0,0.0,1.0,0.0,1.0,0.0,1996.0,
137801,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2000.0,2006.0
138101,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1994.0,
138102,1,mild,0.0,1.0,0.0,0.0,1.0,1.0,1998.0,1998.0
138103,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2004.0
138201,0,none,0.0,0.0,0.0,0.0,,,,
138501,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2006.0
138801,0,none,0.0,0.0,0.0,0.0,0.0,,,
138802,0,none,0.0,0.0,0.0,0.0,0.0,,,
138803,0,none,0.0,0.0,0.0,0.0,0.0,,,
138804,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2004.0
138901,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
138902,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2000.0,2004.0
139101,0,none,0.0,0.0,1.0,0.0,1.0,0.0,1992.0,
139102,0,none,0.0,0.0,0.0,0.0,0.0,1.0,,1992.0
139103,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1990.0,
139401,0,none,0.0,0.0,0.0,0.0,0.0,1.0,,1998.0
139402,0,none,0.0,0.0,0.0,0.0,0.0,1.0,,1996.0
139801,0,none,0.0,0.0,0.0,0.0,,,,
139802,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
139901,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
139902,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2006.0
140001,0,none,0.0,0.0,0.0,0.0,0.0,,,
140002,0,none,0.0,0.0,0.0,0.0,,,,
140003,0,none,0.0,0.0,0.0,0.0,,,,
140004,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2010.0,2010.0
140101,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
140102,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
140103,0,none,0.0,0.0,0.0,0.0,,,,
140104,0,none,0.0,0.0,0.0,1.0,1.0,1.0,1990.0,1992.0
140105,0,none,0.0,0.0,0.0,0.0,,,,
140106,0,none,0.0,0.0,0.0,0.0,,,,
140107,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1996.0,2002.0
140201,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2008.0
140601,0,none,1.0,0.0,2.0,0.0,1.0,1.0,1990.0,1990.0
140602,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
140603,0,none,0.0,0.0,0.0,0.0,,,,
140604,0,none,0.0,0.0,1.0,1.0,0.0,,,
140605,0,none,0.0,0.0,0.0,0.0,,,,
140606,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
140701,0,none,0.0,0.0,0.0,0.0,,,,
140901,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1998.0,
140902,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2000.0
141001,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1992.0,
141002,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2006.0,2006.0
141101,0,none,0.0,0.0,2.0,1.0,1.0,1.0,1998.0,1998.0
141201,3,major,0.0,5.0,3.0,5.0,1.0,1.0,1998.0,1996.0
141401,0,none,0.0,0.0,0.0,2.0,1.0,1.0,1990.0,1990.0
141402,0,none,0.0,0.0,1.0,1.0,0.0,1.0,,1990.0
141403,3,major,0.0,2.0,2.0,1.0,1.0,0.0,1992.0,
141404,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1998.0,
141405,3,major,0.0,1.0,0.0,0.0,1.0,0.0,1998.0,
141501,1,mild,1.0,1.0,1.0,0.0,1.0,0.0,1994.0,
141502,3,major,1.0,1.0,2.0,1.0,0.0,0.0,,
141503,0,none,0.0,0.0,3.0,1.0,1.0,1.0,1992.0,1992.0
141504,0,none,0.0,0.0,1.0,0.0,1.0,1.0,1998.0,1998.0
141505,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1994.0,1994.0
141506,1,mild,0.0,1.0,1.0,2.0,1.0,1.0,1996.0,1998.0
141507,0,none,0.0,0.0,0.0,0.0,,,,
141601,0,none,1.0,0.0,2.0,3.0,1.0,0.0,1994.0,
141602,2,intermediate,0.0,1.0,1.0,1.0,1.0,1.0,1994.0,1992.0
141603,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
141901,0,none,0.0,0.0,1.0,0.0,1.0,0.0,1996.0,
141902,1,mild,2.0,1.0,2.0,1.0,1.0,1.0,1996.0,1998.0
142101,0,none,0.0,0.0,0.0,0.0,,,,
142102,0,none,0.0,0.0,0.0,0.0,,,,
142301,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
142302,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1992.0,1992.0
142303,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
142304,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
142305,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1998.0,1998.0
142601,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
143501,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
143502,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2004.0
143503,1,mild,0.0,1.0,1.0,0.0,1.0,1.0,2004.0,2004.0
143601,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1996.0,
143602,0,none,0.0,0.0,3.0,1.0,1.0,1.0,2002.0,2002.0
143603,0,none,0.0,0.0,3.0,0.0,1.0,1.0,2000.0,2002.0
143701,0,none,0.0,0.0,4.0,1.0,1.0,1.0,1994.0,1998.0
143702,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1996.0,2002.0
143703,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
143801,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1994.0,
143802,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1998.0,2002.0
143803,0,none,0.0,0.0,1.0,0.0,1.0,1.0,2004.0,2004.0
143901,3,major,0.0,2.0,2.0,3.0,1.0,1.0,2006.0,2006.0
144001,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1990.0,
144002,1,mild,0.0,2.0,3.0,0.0,1.0,1.0,1998.0,1998.0
144003,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1994.0,
144004,0,none,0.0,0.0,1.0,0.0,1.0,1.0,1996.0,2002.0
144201,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2000.0
144202,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2008.0
144301,0,none,0.0,0.0,3.0,0.0,0.0,0.0,,
144302,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2002.0,2002.0
144303,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2016.0,2016.0
144601,0,none,0.0,0.0,0.0,0.0,1.0,0.0,2000.0,
144602,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2004.0,2004.0
144603,0,none,0.0,0.0,1.0,0.0,1.0,1.0,2006.0,2010.0
145101,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
145102,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1992.0,
145103,0,none,0.0,0.0,0.0,0.0,1.0,1.0,2008.0,2008.0
145401,0,none,0.0,0.0,0.0,0.0,1.0,1.0,1996.0,1998.0
145402,0,none,0.0,0.0,2.0,0.0,0.0,0.0,,
145501,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
145502,0,none,0.0,0.0,0.0,0.0,1.0,0.0,1994.0,
145503,0,none,0.0,0.0,0.0,0.0,1.0,0.0,2000.0,
145504,0,none,0.0,0.0,0.0,0.0,0.0,0.0,,
