csv_code,mean_abs_shap_logit,mean_shap_logit,n_splits,mean_split_loss,ref_id,variable,survey_year,feature_group,question
C3987900,0.0,0.0,0,,C39879.00,ANTIZ2010,2010,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - ALL CHILDREN
C5190000,0.0,0.0,0,,C51900.00,MS-BPI-04,2010,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES
C5190200,0.0,0.0,0,,C51902.00,MS-BPI-06,2010,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
C5190600,0.0,0.0,0,,C51906.00,MS-BPI-10,2010,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME
C5190700,0.0,0.0,0,,C51907.00,MS-BPI-11,2010,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER
C5190900,0.0,0.0,0,,C51909.00,MS-BPI-13,2010,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT
Y2878601,0.0,0.0,0,,Y28786.01,Q13-3G.02~000026,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL
Y2878801,0.0,0.0,0,,Y28788.01,Q13-3G.04~000026,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL
C5967600,0.0,0.0,0,,C59676.00,CSAS040B,2014,prior delinquency/contact,CHILD SELF-ADMIN: HOW OFTEN IN LAST YEAR HURT SOMEONE BAD ENOUGH TO
Y2875905,0.0,0.0,0,,Y28759.05,Q13-3A.05~000006,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
Y2876005,0.0,0.0,0,,Y28760.05,Q13-3A.06~000006,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
Y2876103,0.0,0.0,0,,Y28761.03,Q13-3C.01~000010,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME
Y2876104,0.0,0.0,0,,Y28761.04,Q13-3C.01~000011,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER
Y2876203,0.0,0.0,0,,Y28762.03,Q13-3C.02~000010,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME
Y2876204,0.0,0.0,0,,Y28762.04,Q13-3C.02~000011,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER
Y2876303,0.0,0.0,0,,Y28763.03,Q13-3C.03~000010,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME
Y2876304,0.0,0.0,0,,Y28763.04,Q13-3C.03~000011,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER
Y2876403,0.0,0.0,0,,Y28764.03,Q13-3C.04~000010,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME
Y2876404,0.0,0.0,0,,Y28764.04,Q13-3C.04~000011,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER
Y2876503,0.0,0.0,0,,Y28765.03,Q13-3C.05~000010,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME
Y2876504,0.0,0.0,0,,Y28765.04,Q13-3C.05~000011,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER
Y2876603,0.0,0.0,0,,Y28766.03,Q13-3C.06~000010,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME
Y2876604,0.0,0.0,0,,Y28766.04,Q13-3C.06~000011,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER
Y2876700,0.0,0.0,0,,Y28767.00,Q13-3D.01~000013,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT
Y2876800,0.0,0.0,0,,Y28768.00,Q13-3D.02~000013,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT
Y2876900,0.0,0.0,0,,Y28769.00,Q13-3D.03~000013,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT
Y2877000,0.0,0.0,0,,Y28770.00,Q13-3D.04~000013,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT
Y2877100,0.0,0.0,0,,Y28771.00,Q13-3D.05~000013,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT
Y2877200,0.0,0.0,0,,Y28772.00,Q13-3D.06~000013,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT
Y2877300,0.0,0.0,0,,Y28773.00,Q13-3E.01~000019,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT
Y2877400,0.0,0.0,0,,Y28774.00,Q13-3E.02~000019,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT
Y2877500,0.0,0.0,0,,Y28775.00,Q13-3E.03~000019,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT
Y2877600,0.0,0.0,0,,Y28776.00,Q13-3E.04~000019,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT
Y2876003,0.0,0.0,0,,Y28760.03,Q13-3A.06~000004,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES
Y2875903,0.0,0.0,0,,Y28759.03,Q13-3A.05~000004,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES
Y2878901,0.0,0.0,0,,Y28789.01,Q13-3G.05~000026,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL
Y2875805,0.0,0.0,0,,Y28758.05,Q13-3A.04~000006,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
Y2879001,0.0,0.0,0,,Y28790.01,Q13-3G.06~000026,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL
C5530600,0.0,0.0,0,,C55306.00,BPMIS22012,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL RAW SCORE TRICHOTOMOUS ITEMS -
C5530700,0.0,0.0,0,,C55307.00,BPEXTR2012,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL SCORE TRICHOTOMOUS ITEMS
C5531200,0.0,0.0,0,,C55312.00,BPEXTP2012,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL PERCENTILE SCORE TRICHOTOMOUS
C5531300,0.0,0.0,0,,C55313.00,BPEXTZ2012,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: EXTERNAL STANDARD SCORE TRICHOTOMOUS ITEMS
C5531500,0.0,0.0,0,,C55315.00,ANTI2012,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL RAW SCORE
C5531600,0.0,0.0,0,,C55316.00,ANTIPX2012,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - SAME SEX
C5531700,0.0,0.0,0,,C55317.00,ANTIP2012,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL PERCENTILE SCORE - ALL CHILDREN
C5531800,0.0,0.0,0,,C55318.00,ANTIZX2012,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - SAME SEX
C5531900,0.0,0.0,0,,C55319.00,ANTIZ2012,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: ANTISOCIAL STANDARD SCORE - ALL CHILDREN
C5764400,0.0,0.0,0,,C57644.00,MS-BPI-04,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES
C5764600,0.0,0.0,0,,C57646.00,MS-BPI-06,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
C5765000,0.0,0.0,0,,C57650.00,MS-BPI-10,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME
C5765100,0.0,0.0,0,,C57651.00,MS-BPI-11,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER
C5765300,0.0,0.0,0,,C57653.00,MS-BPI-13,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT
C5765900,0.0,0.0,0,,C57659.00,MS-BPI-19,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT
Y2875503,0.0,0.0,0,,Y28755.03,Q13-3A.01~000004,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES
Y2875505,0.0,0.0,0,,Y28755.05,Q13-3A.01~000006,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
Y2875603,0.0,0.0,0,,Y28756.03,Q13-3A.02~000004,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES
Y2875605,0.0,0.0,0,,Y28756.05,Q13-3A.02~000006,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
Y2875703,0.0,0.0,0,,Y28757.03,Q13-3A.03~000004,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES
Y2875705,0.0,0.0,0,,Y28757.05,Q13-3A.03~000006,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
Y2875803,0.0,0.0,0,,Y28758.03,Q13-3A.04~000004,2012,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES
C5965500,0.0,0.0,0,,C59655.00,CSAS024A,2014,peer/neighborhood,CHILD SELF-ADMIN: HAS CHILD EVER SEEN STUDENT CARRY A WEAPON ON
Y3326200,0.0,0.0,0,,Y33262.00,YASR-65A~000001,2014,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - ASSAULT
Y3325701,0.0,0.0,0,,Y33257.01,YASR-60B-J~000002,2014,prior delinquency/contact,HOW MANY TIMES IN LAST YEAR R HURT SOMEONE BADLY ENOUGH TO NEED
Y4210000,0.0,0.0,0,,Y42100.00,Q13-3E.04~000019,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT
Y4210203,0.0,0.0,0,,Y42102.03,Q13-3F.01~000028,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO
Y4210303,0.0,0.0,0,,Y42103.03,Q13-3F.02~000028,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO
Y4210403,0.0,0.0,0,,Y42104.03,Q13-3F.03~000028,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO
Y4210503,0.0,0.0,0,,Y42105.03,Q13-3F.04~000028,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO
Y4210603,0.0,0.0,0,,Y42106.03,Q13-3F.05~000028,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO
C6120500,0.0,0.0,0,,C61205.00,CRES2018,2018,family/home,USUAL RESIDENCE OF CHILD
Y4275601,0.0,0.0,0,,Y42756.01,YASR-60B-J~000002,2018,prior delinquency/contact,HOW MANY TIMES IN LAST YEAR R HURT SOMEONE BADLY ENOUGH TO NEED
Y4276200,0.0,0.0,0,,Y42762.00,YASR-65A~000001,2018,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - ASSAULT
Y4276201,0.0,0.0,0,,Y42762.01,YASR-65A~000002,2018,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - ROBBERY
Y4276202,0.0,0.0,0,,Y42762.02,YASR-65A~000003,2018,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - THEFT
Y4276204,0.0,0.0,0,,Y42762.04,YASR-65A~000005,2018,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - DESTRUCTION OF PROPERTY
Y4276400,0.0,0.0,0,,Y42764.00,YASR-67,2018,prior delinquency/contact,EVER/SINCE DATE OF LAST INTERVIEW R BEEN ON PROBATION?
Y4276300,0.0,0.0,0,,Y42763.00,YASR-66,2018,prior delinquency/contact,EVER/SINCE DATE OF LAST INTERVIEW R BEEN SENTENCED TO A CORRECTIONS
Y4039500,0.0,0.0,0,,Y40395.00,Q4-5AA,2018,school/achievement,HAS R EVER SEEN A STUDENT CARRY A WEAPON ON SCHOOL PROPERTY
Y4039600,0.0,0.0,0,,Y40396.00,Q4-5AB,2018,school/achievement,IN LAST SCHOOL YEAR HOW OFTEN HAS R SEEN A STUDENT CARRY A WEAPON
Y4275701,0.0,0.0,0,,Y42757.01,YASR-61A-D~000002,2018,school/achievement,IN LAST YEAR R EVER GOTTEN INTO A PHYSICAL FIGHT AT SCHOOL OR WORK
Y4275604,0.0,0.0,0,,Y42756.04,YASR-60B-J~000005,2018,school/achievement,HOW MANY TIMES IN LAST YEAR R DAMAGED SCHOOL PROPERTY ON PURPOSE
Y4276206,0.0,0.0,0,,Y42762.06,YASR-65A~000007,2018,substance/risk behavior,CHARGES R MOST RECENTLY CONVICTED OF - POSSESSION OF MARIJUANA OR
Y4276207,0.0,0.0,0,,Y42762.07,YASR-65A~000008,2018,substance/risk behavior,CHARGES R MOST RECENTLY CONVICTED OF - SELLING OF MARIJUANA OR
Y4528701,0.0,0.0,0,,Y45287.01,Q13-3G.01~000026,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL
Y4528801,0.0,0.0,0,,Y45288.01,Q13-3G.02~000026,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL
Y4528901,0.0,0.0,0,,Y45289.01,Q13-3G.03~000026,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL
Y4529001,0.0,0.0,0,,Y45290.01,Q13-3G.04~000026,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL
Y4210100,0.0,0.0,0,,Y42101.00,Q13-3E.05~000019,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT
Y4209900,0.0,0.0,0,,Y42099.00,Q13-3E.03~000019,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT
Y4526203,0.0,0.0,0,,Y45262.03,Q13-3A.01~000004,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES
Y4209800,0.0,0.0,0,,Y42098.00,Q13-3E.02~000019,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT
Y4208305,0.0,0.0,0,,Y42083.05,Q13-3A.02~000006,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
Y4208403,0.0,0.0,0,,Y42084.03,Q13-3A.03~000004,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES
Y4208405,0.0,0.0,0,,Y42084.05,Q13-3A.03~000006,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
Y4208503,0.0,0.0,0,,Y42085.03,Q13-3A.04~000004,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES
Y4208505,0.0,0.0,0,,Y42085.05,Q13-3A.04~000006,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
Y4208603,0.0,0.0,0,,Y42086.03,Q13-3A.05~000004,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES
Y4208605,0.0,0.0,0,,Y42086.05,Q13-3A.05~000006,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
Y4208703,0.0,0.0,0,,Y42087.03,Q13-3C.01~000010,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME
Y4208704,0.0,0.0,0,,Y42087.04,Q13-3C.01~000011,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER
Y4208803,0.0,0.0,0,,Y42088.03,Q13-3C.02~000010,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME
Y4208804,0.0,0.0,0,,Y42088.04,Q13-3C.02~000011,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER
Y4208903,0.0,0.0,0,,Y42089.03,Q13-3C.03~000010,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME
Y4208904,0.0,0.0,0,,Y42089.04,Q13-3C.03~000011,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER
Y4209003,0.0,0.0,0,,Y42090.03,Q13-3C.04~000010,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME
Y4209004,0.0,0.0,0,,Y42090.04,Q13-3C.04~000011,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER
Y4209103,0.0,0.0,0,,Y42091.03,Q13-3C.05~000010,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME
Y4209104,0.0,0.0,0,,Y42091.04,Q13-3C.05~000011,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER
Y4209200,0.0,0.0,0,,Y42092.00,Q13-3D.01~000013,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT
Y4209300,0.0,0.0,0,,Y42093.00,Q13-3D.02~000013,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT
Y4209400,0.0,0.0,0,,Y42094.00,Q13-3D.03~000013,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT
Y4209500,0.0,0.0,0,,Y42095.00,Q13-3D.04~000013,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT
Y4209600,0.0,0.0,0,,Y42096.00,Q13-3D.05~000013,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS IMPULSIVE OR ACTS WITHOUT
Y4209700,0.0,0.0,0,,Y42097.00,Q13-3E.01~000019,2018,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT
Y4529101,0.0,0.0,0,,Y45291.01,Q13-3G.05~000026,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT SCHOOL
Y4526205,0.0,0.0,0,,Y45262.05,Q13-3A.01~000006,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
Y2020000,0.0,0.0,0,,Y20200.00,Q4-5AB,2008,school/achievement,IN LAST SCHOOL YEAR HOW OFTEN HAS R SEEN A STUDENT CARRY A WEAPON
Y4528000,0.0,0.0,0,,Y45280.00,Q13-3E.04~000019,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT
Y4528203,0.0,0.0,0,,Y45282.03,Q13-3F.01~000028,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO
Y4528303,0.0,0.0,0,,Y45283.03,Q13-3F.02~000028,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO
Y4528403,0.0,0.0,0,,Y45284.03,Q13-3F.03~000028,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO
Y4528503,0.0,0.0,0,,Y45285.03,Q13-3F.04~000028,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO
Y4528603,0.0,0.0,0,,Y45286.03,Q13-3F.05~000028,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HANGS AROUND WITH KIDS WHO GET INTO
Y4596801,0.0,0.0,0,,Y45968.01,YASR-60B-J~000002,2020,prior delinquency/contact,HOW MANY TIMES IN LAST YEAR R HURT SOMEONE BADLY ENOUGH TO NEED
Y4597400,0.0,0.0,0,,Y45974.00,YASR-65A~000001,2020,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - ASSAULT
Y4597401,0.0,0.0,0,,Y45974.01,YASR-65A~000002,2020,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - ROBBERY
Y4597402,0.0,0.0,0,,Y45974.02,YASR-65A~000003,2020,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - THEFT
Y4597404,0.0,0.0,0,,Y45974.04,YASR-65A~000005,2020,prior delinquency/contact,CHARGES R MOST RECENTLY CONVICTED OF - DESTRUCTION OF PROPERTY
Y4597600,0.0,0.0,0,,Y45976.00,YASR-67,2020,prior delinquency/contact,EVER/SINCE DATE OF LAST INTERVIEW R BEEN ON PROBATION?
Y4597500,0.0,0.0,0,,Y45975.00,YASR-66,2020,prior delinquency/contact,EVER/SINCE DATE OF LAST INTERVIEW R BEEN SENTENCED TO A CORRECTIONS
Y4344700,0.0,0.0,0,,Y43447.00,Q4-5AA,2020,school/achievement,HAS R EVER SEEN A STUDENT CARRY A WEAPON ON SCHOOL PROPERTY
Y4344800,0.0,0.0,0,,Y43448.00,Q4-5AB,2020,school/achievement,IN LAST SCHOOL YEAR HOW OFTEN HAS R SEEN A STUDENT CARRY A WEAPON
Y4596901,0.0,0.0,0,,Y45969.01,YASR-61A-D~000002,2020,school/achievement,IN LAST YEAR R EVER GOTTEN INTO A PHYSICAL FIGHT AT SCHOOL OR WORK
Y4596804,0.0,0.0,0,,Y45968.04,YASR-60B-J~000005,2020,school/achievement,HOW MANY TIMES IN LAST YEAR R DAMAGED SCHOOL PROPERTY ON PURPOSE
Y4597406,0.0,0.0,0,,Y45974.06,YASR-65A~000007,2020,substance/risk behavior,CHARGES R MOST RECENTLY CONVICTED OF - POSSESSION OF MARIJUANA OR
Y4597407,0.0,0.0,0,,Y45974.07,YASR-65A~000008,2020,substance/risk behavior,CHARGES R MOST RECENTLY CONVICTED OF - SELLING OF MARIJUANA OR
C0005400,0.0,0.0,0,,C00054.00,CSEX,XRND,background,SEX OF CHILD
C0005800,0.0,0.0,0,,C00058.00,BTHORDR,XRND,background,BIRTH ORDER OF CHILD
C0005300,0.0,0.0,0,,C00053.00,CRACE,XRND,background,RACE OF CHILD (MOTHER'S RACIAL/ETHNIC COHORT FROM SCREENER)
C0007000,0.0,0.0,0,,C00070.00,MAGEBIR,XRND,background,AGE OF MOTHER AT BIRTH OF CHILD
C0005500,0.0,0.0,0,,C00055.00,CMOB,XRND,background,DATE OF BIRTH OF CHILD - MONTH
Y4528100,0.0,0.0,0,,Y45281.00,Q13-3E.05~000019,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT
Y4527900,0.0,0.0,0,,Y45279.00,Q13-3E.03~000019,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT
Y4526303,0.0,0.0,0,,Y45263.03,Q13-3A.02~000004,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES
Y4527800,0.0,0.0,0,,Y45278.00,Q13-3E.02~000019,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD HAS STRONG TEMPER AND LOSES IT
Y4526305,0.0,0.0,0,,Y45263.05,Q13-3A.02~000006,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
Y4526403,0.0,0.0,0,,Y45264.03,Q13-3A.03~000004,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES
Y4526405,0.0,0.0,0,,Y45264.05,Q13-3A.03~000006,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
Y4526503,0.0,0.0,0,,Y45265.03,Q13-3A.04~000004,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES
Y4526505,0.0,0.0,0,,Y45265.05,Q13-3A.04~000006,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
Y4526603,0.0,0.0,0,,Y45266.03,Q13-3A.05~000004,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD CHEATS OR TELLS LIES
Y4526605,0.0,0.0,0,,Y45266.05,Q13-3A.05~000006,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD ARGUES TOO MUCH
Y4526703,0.0,0.0,0,,Y45267.03,Q13-3C.01~000010,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME
Y4526704,0.0,0.0,0,,Y45267.04,Q13-3C.01~000011,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER
Y4526803,0.0,0.0,0,,Y45268.03,Q13-3C.02~000010,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD IS DISOBEDIENT AT HOME
Y4526804,0.0,0.0,0,,Y45268.04,Q13-3C.02~000011,2020,behavioral/externalizing,BEHAVIOR PROBLEMS INDEX: CHILD DOES NOT SEEM TO FEEL SORRY AFTER
