C0000100,rank,csv_code,shap_logit,abs_shap_logit,base_logit,predicted_logit,probability,y_true,ref_id,variable,survey_year,feature_group,question
401201,4,Y3599000,0.05325412647218104,0.05325412647218104,0.04361990643584945,-0.23855780869598936,0.44064178665656895,1,Y35990.00,Q14-20A,2016,health,HEIGHT OF R IN INCHES (NOT INCLUDING FEET)
401201,5,Y3300000,0.020801825636472003,0.020801825636472003,0.04361990643584945,-0.23855780869598936,0.44064178665656895,1,Y33000.00,Q15-143,2014,family/home,HOW OFTEN R OR HOUSEHOLD PUTS OFF BUYING SOMETHING NECESSARY (SUCH
401201,6,Y2590306,0.010038600124559267,0.010038600124559267,0.04361990643584945,-0.23855780869598936,0.44064178665656895,1,Y25903.06,Q16-9~000007,2010,behavioral/externalizing,TIPI (HOW WELL R THINKS PAIR OF PERSONALITY TRAITS APPLIES TO R) -
401201,7,Y3456000,0.008198591714894874,0.008198591714894874,0.04361990643584945,-0.23855780869598936,0.44064178665656895,1,Y34560.00,QES-71A.01,2016,socioeconomic/work,EASIEST WAY FOR R TO REPORT TOTAL EARNINGS/TIME UNIT FOR RATE OF
401201,8,Y3332600,0.005746071606024694,0.005746071606024694,0.04361990643584945,-0.23855780869598936,0.44064178665656895,1,Y33326.00,RESTYPE2014,2014,family/home,TYPE OF RESIDENCE R LIVES IN - CONSTRUCTED
483702,1,C0005700,-0.5475052743472311,0.5475052743472311,0.04361990643584945,-1.5048869404905274,0.18169778484631077,0,C00057.00,CYRB,XRND,background,DATE OF BIRTH OF CHILD - YEAR
483702,2,Y3254900,-0.3715484125405617,0.3715484125405617,0.04361990643584945,-1.5048869404905274,0.18169778484631077,0,Y32549.00,Q14-10M,2014,other,"WHEN R BUYS FOOD ITEM FOR FIRST TIME, HOW OFTEN R READS NUTRITIONAL"
483702,3,C0008048,-0.3330746269312862,0.3330746269312862,0.04361990643584945,-1.5048869404905274,0.18169778484631077,0,C00080.48,CRES2006,2006,family/home,USUAL RESIDENCE OF CHILD
483702,4,Y3599000,-0.17367590956288279,0.17367590956288279,0.04361990643584945,-1.5048869404905274,0.18169778484631077,0,Y35990.00,Q14-20A,2016,health,HEIGHT OF R IN INCHES (NOT INCLUDING FEET)
483702,5,Y3300000,-0.1487271770788436,0.1487271770788436,0.04361990643584945,-1.5048869404905274,0.18169778484631077,0,Y33000.00,Q15-143,2014,family/home,HOW OFTEN R OR HOUSEHOLD PUTS OFF BUYING SOMETHING NECESSARY (SUCH
483702,6,Y2590306,0.010038600124559267,0.010038600124559267,0.04361990643584945,-1.5048869404905274,0.18169778484631077,0,Y25903.06,Q16-9~000007,2010,behavioral/externalizing,TIPI (HOW WELL R THINKS PAIR OF PERSONALITY TRAITS APPLIES TO R) -
483702,7,Y3456000,0.008198591714894874,0.008198591714894874,0.04361990643584945,-1.5048869404905274,0.18169778484631077,0,Y34560.00,QES-71A.01,2016,socioeconomic/work,EASIEST WAY FOR R TO REPORT TOTAL EARNINGS/TIME UNIT FOR RATE OF
483702,8,Y3332600,0.005746071606024694,0.005746071606024694,0.04361990643584945,-1.5048869404905274,0.18169778484631077,0,Y33326.00,RESTYPE2014,2014,family/home,TYPE OF RESIDENCE R LIVES IN - CONSTRUCTED
297001,1,C0005700,-0.5475052743472311,0.5475052743472311,0.04361990643584945,-0.4080868114113048,0.3993709564840945,0,C00057.00,CYRB,XRND,background,DATE OF BIRTH OF CHILD - YEAR
297001,2,Y3300000,-0.1487271770788436,0.1487271770788436,0.04361990643584945,-0.4080868114113048,0.3993709564840945,0,Y33000.00,Q15-143,2014,family/home,HOW OFTEN R OR HOUSEHOLD PUTS OFF BUYING SOMETHING NECESSARY (SUCH
297001,3,C0008048,0.09519115900159617,0.09519115900159617,0.04361990643584945,-0.4080868114113048,0.3993709564840945,0,C00080.48,CRES2006,2006,family/home,USUAL RESIDENCE OF CHILD
297001,4,Y3254900,0.07005589457071484,0.07005589457071484,0.04361990643584945,-0.4080868114113048,0.3993709564840945,0,Y32549.00,Q14-10M,2014,other,"WHEN R BUYS FOOD ITEM FOR FIRST TIME, HOW OFTEN R READS NUTRITIONAL"
297001,5,Y3599000,0.05325412647218104,0.05325412647218104,0.04361990643584945,-0.4080868114113048,0.3993709564840945,0,Y35990.00,Q14-20A,2016,health,HEIGHT OF R IN INCHES (NOT INCLUDING FEET)
297001,6,Y2590306,0.010038600124559267,0.010038600124559267,0.04361990643584945,-0.4080868114113048,0.3993709564840945,0,Y25903.06,Q16-9~000007,2010,behavioral/externalizing,TIPI (HOW WELL R THINKS PAIR OF PERSONALITY TRAITS APPLIES TO R) -
297001,7,Y3456000,0.008198591714894874,0.008198591714894874,0.04361990643584945,-0.4080868114113048,0.3993709564840945,0,Y34560.00,QES-71A.01,2016,socioeconomic/work,EASIEST WAY FOR R TO REPORT TOTAL EARNINGS/TIME UNIT FOR RATE OF
297001,8,Y3332600,0.005746071606024694,0.005746071606024694,0.04361990643584945,-0.4080868114113048,0.3993709564840945,0,Y33326.00,RESTYPE2014,2014,family/home,TYPE OF RESIDENCE R LIVES IN - CONSTRUCTED
346502,1,Y3254900,-0.3715484125405617,0.3715484125405617,0.04361990643584945,-0.00017619155034938154,0.4999559521125266,0,Y32549.00,Q14-10M,2014,other,"WHEN R BUYS FOOD ITEM FOR FIRST TIME, HOW OFTEN R READS NUTRITIONAL"
346502,2,C0005700,0.3594106859447495,0.3594106859447495,0.04361990643584945,-0.00017619155034938154,0.4999559521125266,0,C00057.00,CYRB,XRND,background,DATE OF BIRTH OF CHILD - YEAR
346502,3,Y3599000,-0.17367590956288279,0.17367590956288279,0.04361990643584945,-0.00017619155034938154,0.4999559521125266,0,Y35990.00,Q14-20A,2016,health,HEIGHT OF R IN INCHES (NOT INCLUDING FEET)
346502,4,C0008048,0.09519115900159617,0.09519115900159617,0.04361990643584945,-0.00017619155034938154,0.4999559521125266,0,C00080.48,CRES2006,2006,family/home,USUAL RESIDENCE OF CHILD
346502,5,Y3300000,0.020801825636472003,0.020801825636472003,0.04361990643584945,-0.00017619155034938154,0.4999559521125266,0,Y33000.00,Q15-143,2014,family/home,HOW OFTEN R OR HOUSEHOLD PUTS OFF BUYING SOMETHING NECESSARY (SUCH
346502,6,Y2590306,0.010038600124559267,0.010038600124559267,0.04361990643584945,-0.00017619155034938154,0.4999559521125266,0,Y25903.06,Q16-9~000007,2010,behavioral/externalizing,TIPI (HOW WELL R THINKS PAIR OF PERSONALITY TRAITS APPLIES TO R) -
346502,7,Y3456000,0.008198591714894874,0.008198591714894874,0.04361990643584945,-0.00017619155034938154,0.4999559521125266,0,Y34560.00,QES-71A.01,2016,socioeconomic/work,EASIEST WAY FOR R TO REPORT TOTAL EARNINGS/TIME UNIT FOR RATE OF
346502,8,Y3332600,0.005746071606024694,0.005746071606024694,0.04361990643584945,-0.00017619155034938154,0.4999559521125266,0,Y33326.00,RESTYPE2014,2014,family/home,TYPE OF RESIDENCE R LIVES IN - CONSTRUCTED
209901,1,C0005700,0.3594106859447495,0.3594106859447495,0.04361990643584945,0.668358151595991,0.6611354244505795,1,C00057.00,CYRB,XRND,background,DATE OF BIRTH OF CHILD - YEAR
209901,2,C0008048,0.09519115900159617,0.09519115900159617,0.04361990643584945,0.668358151595991,0.6611354244505795,1,C00080.48,CRES2006,2006,family/home,USUAL RESIDENCE OF CHILD
209901,3,Y3254900,0.07005589457071484,0.07005589457071484,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y32549.00,Q14-10M,2014,other,"WHEN R BUYS FOOD ITEM FOR FIRST TIME, HOW OFTEN R READS NUTRITIONAL"
209901,4,Y3599000,0.05325412647218104,0.05325412647218104,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y35990.00,Q14-20A,2016,health,HEIGHT OF R IN INCHES (NOT INCLUDING FEET)
209901,5,Y3300000,0.020801825636472003,0.020801825636472003,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y33000.00,Q15-143,2014,family/home,HOW OFTEN R OR HOUSEHOLD PUTS OFF BUYING SOMETHING NECESSARY (SUCH
209901,6,Y2590306,0.010038600124559267,0.010038600124559267,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y25903.06,Q16-9~000007,2010,behavioral/externalizing,TIPI (HOW WELL R THINKS PAIR OF PERSONALITY TRAITS APPLIES TO R) -
209901,7,Y3456000,0.008198591714894874,0.008198591714894874,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y34560.00,QES-71A.01,2016,socioeconomic/work,EASIEST WAY FOR R TO REPORT TOTAL EARNINGS/TIME UNIT FOR RATE OF
209901,8,Y3332600,0.005746071606024694,0.005746071606024694,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y33326.00,RESTYPE2014,2014,family/home,TYPE OF RESIDENCE R LIVES IN - CONSTRUCTED
372001,1,C0005700,-0.5475052743472311,0.5475052743472311,0.04361990643584945,-0.23855780869598936,0.44064178665656895,0,C00057.00,CYRB,XRND,background,DATE OF BIRTH OF CHILD - YEAR
372001,2,C0008048,0.09519115900159617,0.09519115900159617,0.04361990643584945,-0.23855780869598936,0.44064178665656895,0,C00080.48,CRES2006,2006,family/home,USUAL RESIDENCE OF CHILD
372001,3,Y3254900,0.07005589457071484,0.07005589457071484,0.04361990643584945,-0.23855780869598936,0.44064178665656895,0,Y32549.00,Q14-10M,2014,other,"WHEN R BUYS FOOD ITEM FOR FIRST TIME, HOW OFTEN R READS NUTRITIONAL"
372001,4,Y3599000,0.05325412647218104,0.05325412647218104,0.04361990643584945,-0.23855780869598936,0.44064178665656895,0,Y35990.00,Q14-20A,2016,health,HEIGHT OF R IN INCHES (NOT INCLUDING FEET)
372001,5,Y3300000,0.020801825636472003,0.020801825636472003,0.04361990643584945,-0.23855780869598936,0.44064178665656895,0,Y33000.00,Q15-143,2014,family/home,HOW OFTEN R OR HOUSEHOLD PUTS OFF BUYING SOMETHING NECESSARY (SUCH
372001,6,Y2590306,0.010038600124559267,0.010038600124559267,0.04361990643584945,-0.23855780869598936,0.44064178665656895,0,Y25903.06,Q16-9~000007,2010,behavioral/externalizing,TIPI (HOW WELL R THINKS PAIR OF PERSONALITY TRAITS APPLIES TO R) -
372001,7,Y3456000,0.008198591714894874,0.008198591714894874,0.04361990643584945,-0.23855780869598936,0.44064178665656895,0,Y34560.00,QES-71A.01,2016,socioeconomic/work,EASIEST WAY FOR R TO REPORT TOTAL EARNINGS/TIME UNIT FOR RATE OF
372001,8,Y3332600,0.005746071606024694,0.005746071606024694,0.04361990643584945,-0.23855780869598936,0.44064178665656895,0,Y33326.00,RESTYPE2014,2014,family/home,TYPE OF RESIDENCE R LIVES IN - CONSTRUCTED
214001,1,C0005700,0.3594106859447495,0.3594106859447495,0.04361990643584945,0.30829092149691395,0.5764680397336044,0,C00057.00,CYRB,XRND,background,DATE OF BIRTH OF CHILD - YEAR
214001,2,Y3599000,-0.2260103118778323,0.2260103118778323,0.04361990643584945,0.30829092149691395,0.5764680397336044,0,Y35990.00,Q14-20A,2016,health,HEIGHT OF R IN INCHES (NOT INCLUDING FEET)
214001,3,C0008048,0.09519115900159617,0.09519115900159617,0.04361990643584945,0.30829092149691395,0.5764680397336044,0,C00080.48,CRES2006,2006,family/home,USUAL RESIDENCE OF CHILD
214001,4,Y3254900,0.07005589457071484,0.07005589457071484,0.04361990643584945,0.30829092149691395,0.5764680397336044,0,Y32549.00,Q14-10M,2014,other,"WHEN R BUYS FOOD ITEM FOR FIRST TIME, HOW OFTEN R READS NUTRITIONAL"
214001,5,Y3332600,-0.05704717302799518,0.05704717302799518,0.04361990643584945,0.30829092149691395,0.5764680397336044,0,Y33326.00,RESTYPE2014,2014,family/home,TYPE OF RESIDENCE R LIVES IN - CONSTRUCTED
214001,6,Y3300000,0.020801825636472003,0.020801825636472003,0.04361990643584945,0.30829092149691395,0.5764680397336044,0,Y33000.00,Q15-143,2014,family/home,HOW OFTEN R OR HOUSEHOLD PUTS OFF BUYING SOMETHING NECESSARY (SUCH
214001,7,C6051000,-0.01596825702609438,0.01596825702609438,0.04361990643584945,0.30829092149691395,0.5764680397336044,0,C60510.00,CRES2016,2016,family/home,USUAL RESIDENCE OF CHILD
214001,8,Y2590306,0.010038600124559267,0.010038600124559267,0.04361990643584945,0.30829092149691395,0.5764680397336044,0,Y25903.06,Q16-9~000007,2010,behavioral/externalizing,TIPI (HOW WELL R THINKS PAIR OF PERSONALITY TRAITS APPLIES TO R) -
161702,1,C0005700,-0.5475052743472311,0.5475052743472311,0.04361990643584945,-0.23855780869598936,0.44064178665656895,1,C00057.00,CYRB,XRND,background,DATE OF BIRTH OF CHILD - YEAR
161702,2,C0008048,0.09519115900159617,0.09519115900159617,0.04361990643584945,-0.23855780869598936,0.44064178665656895,1,C00080.48,CRES2006,2006,family/home,USUAL RESIDENCE OF CHILD
161702,3,Y3254900,0.07005589457071484,0.07005589457071484,0.04361990643584945,-0.23855780869598936,0.44064178665656895,1,Y32549.00,Q14-10M,2014,other,"WHEN R BUYS FOOD ITEM FOR FIRST TIME, HOW OFTEN R READS NUTRITIONAL"
161702,4,Y3599000,0.05325412647218104,0.05325412647218104,0.04361990643584945,-0.23855780869598936,0.44064178665656895,1,Y35990.00,Q14-20A,2016,health,HEIGHT OF R IN INCHES (NOT INCLUDING FEET)
161702,5,Y3300000,0.020801825636472003,0.020801825636472003,0.04361990643584945,-0.23855780869598936,0.44064178665656895,1,Y33000.00,Q15-143,2014,family/home,HOW OFTEN R OR HOUSEHOLD PUTS OFF BUYING SOMETHING NECESSARY (SUCH
161702,6,Y2590306,0.010038600124559267,0.010038600124559267,0.04361990643584945,-0.23855780869598936,0.44064178665656895,1,Y25903.06,Q16-9~000007,2010,behavioral/externalizing,TIPI (HOW WELL R THINKS PAIR OF PERSONALITY TRAITS APPLIES TO R) -
161702,7,Y3456000,0.008198591714894874,0.008198591714894874,0.04361990643584945,-0.23855780869598936,0.44064178665656895,1,Y34560.00,QES-71A.01,2016,socioeconomic/work,EASIEST WAY FOR R TO REPORT TOTAL EARNINGS/TIME UNIT FOR RATE OF
161702,8,Y3332600,0.005746071606024694,0.005746071606024694,0.04361990643584945,-0.23855780869598936,0.44064178665656895,1,Y33326.00,RESTYPE2014,2014,family/home,TYPE OF RESIDENCE R LIVES IN - CONSTRUCTED
244704,1,C0005700,-0.5475052743472311,0.5475052743472311,0.04361990643584945,-0.6668235946288716,0.3392084555592273,0,C00057.00,CYRB,XRND,background,DATE OF BIRTH OF CHILD - YEAR
244704,2,C0008048,-0.3330746269312862,0.3330746269312862,0.04361990643584945,-0.6668235946288716,0.3392084555592273,0,C00080.48,CRES2006,2006,family/home,USUAL RESIDENCE OF CHILD
244704,3,Y3254900,0.07005589457071484,0.07005589457071484,0.04361990643584945,-0.6668235946288716,0.3392084555592273,0,Y32549.00,Q14-10M,2014,other,"WHEN R BUYS FOOD ITEM FOR FIRST TIME, HOW OFTEN R READS NUTRITIONAL"
244704,4,Y3599000,0.05325412647218104,0.05325412647218104,0.04361990643584945,-0.6668235946288716,0.3392084555592273,0,Y35990.00,Q14-20A,2016,health,HEIGHT OF R IN INCHES (NOT INCLUDING FEET)
244704,5,Y3300000,0.020801825636472003,0.020801825636472003,0.04361990643584945,-0.6668235946288716,0.3392084555592273,0,Y33000.00,Q15-143,2014,family/home,HOW OFTEN R OR HOUSEHOLD PUTS OFF BUYING SOMETHING NECESSARY (SUCH
244704,6,Y2590306,0.010038600124559267,0.010038600124559267,0.04361990643584945,-0.6668235946288716,0.3392084555592273,0,Y25903.06,Q16-9~000007,2010,behavioral/externalizing,TIPI (HOW WELL R THINKS PAIR OF PERSONALITY TRAITS APPLIES TO R) -
244704,7,Y3456000,0.008198591714894874,0.008198591714894874,0.04361990643584945,-0.6668235946288716,0.3392084555592273,0,Y34560.00,QES-71A.01,2016,socioeconomic/work,EASIEST WAY FOR R TO REPORT TOTAL EARNINGS/TIME UNIT FOR RATE OF
244704,8,Y3332600,0.005746071606024694,0.005746071606024694,0.04361990643584945,-0.6668235946288716,0.3392084555592273,0,Y33326.00,RESTYPE2014,2014,family/home,TYPE OF RESIDENCE R LIVES IN - CONSTRUCTED
499101,1,C0005700,0.3594106859447495,0.3594106859447495,0.04361990643584945,0.668358151595991,0.6611354244505795,0,C00057.00,CYRB,XRND,background,DATE OF BIRTH OF CHILD - YEAR
499101,2,C0008048,0.09519115900159617,0.09519115900159617,0.04361990643584945,0.668358151595991,0.6611354244505795,0,C00080.48,CRES2006,2006,family/home,USUAL RESIDENCE OF CHILD
499101,3,Y3254900,0.07005589457071484,0.07005589457071484,0.04361990643584945,0.668358151595991,0.6611354244505795,0,Y32549.00,Q14-10M,2014,other,"WHEN R BUYS FOOD ITEM FOR FIRST TIME, HOW OFTEN R READS NUTRITIONAL"
499101,4,Y3599000,0.05325412647218104,0.05325412647218104,0.04361990643584945,0.668358151595991,0.6611354244505795,0,Y35990.00,Q14-20A,2016,health,HEIGHT OF R IN INCHES (NOT INCLUDING FEET)
499101,5,Y3300000,0.020801825636472003,0.020801825636472003,0.04361990643584945,0.668358151595991,0.6611354244505795,0,Y33000.00,Q15-143,2014,family/home,HOW OFTEN R OR HOUSEHOLD PUTS OFF BUYING SOMETHING NECESSARY (SUCH
499101,6,Y2590306,0.010038600124559267,0.010038600124559267,0.04361990643584945,0.668358151595991,0.6611354244505795,0,Y25903.06,Q16-9~000007,2010,behavioral/externalizing,TIPI (HOW WELL R THINKS PAIR OF PERSONALITY TRAITS APPLIES TO R) -
499101,7,Y3456000,0.008198591714894874,0.008198591714894874,0.04361990643584945,0.668358151595991,0.6611354244505795,0,Y34560.00,QES-71A.01,2016,socioeconomic/work,EASIEST WAY FOR R TO REPORT TOTAL EARNINGS/TIME UNIT FOR RATE OF
499101,8,Y3332600,0.005746071606024694,0.005746071606024694,0.04361990643584945,0.668358151595991,0.6611354244505795,0,Y33326.00,RESTYPE2014,2014,family/home,TYPE OF RESIDENCE R LIVES IN - CONSTRUCTED
176601,1,C0005700,-0.5475052743472311,0.5475052743472311,0.04361990643584945,-0.5358317941610464,0.36915774479846664,0,C00057.00,CYRB,XRND,background,DATE OF BIRTH OF CHILD - YEAR
176601,2,Y3599000,-0.2260103118778323,0.2260103118778323,0.04361990643584945,-0.5358317941610464,0.36915774479846664,0,Y35990.00,Q14-20A,2016,health,HEIGHT OF R IN INCHES (NOT INCLUDING FEET)
176601,3,C0008048,0.09519115900159617,0.09519115900159617,0.04361990643584945,-0.5358317941610464,0.36915774479846664,0,C00080.48,CRES2006,2006,family/home,USUAL RESIDENCE OF CHILD
176601,4,Y3254900,0.07005589457071484,0.07005589457071484,0.04361990643584945,-0.5358317941610464,0.36915774479846664,0,Y32549.00,Q14-10M,2014,other,"WHEN R BUYS FOOD ITEM FOR FIRST TIME, HOW OFTEN R READS NUTRITIONAL"
176601,5,Y3300000,0.020801825636472003,0.020801825636472003,0.04361990643584945,-0.5358317941610464,0.36915774479846664,0,Y33000.00,Q15-143,2014,family/home,HOW OFTEN R OR HOUSEHOLD PUTS OFF BUYING SOMETHING NECESSARY (SUCH
176601,6,C6051000,-0.01596825702609438,0.01596825702609438,0.04361990643584945,-0.5358317941610464,0.36915774479846664,0,C60510.00,CRES2016,2016,family/home,USUAL RESIDENCE OF CHILD
176601,7,Y2590306,0.010038600124559267,0.010038600124559267,0.04361990643584945,-0.5358317941610464,0.36915774479846664,0,Y25903.06,Q16-9~000007,2010,behavioral/externalizing,TIPI (HOW WELL R THINKS PAIR OF PERSONALITY TRAITS APPLIES TO R) -
176601,8,Y3456000,0.008198591714894874,0.008198591714894874,0.04361990643584945,-0.5358317941610464,0.36915774479846664,0,Y34560.00,QES-71A.01,2016,socioeconomic/work,EASIEST WAY FOR R TO REPORT TOTAL EARNINGS/TIME UNIT FOR RATE OF
80103,1,C0005700,0.3594106859447495,0.3594106859447495,0.04361990643584945,0.668358151595991,0.6611354244505795,1,C00057.00,CYRB,XRND,background,DATE OF BIRTH OF CHILD - YEAR
80103,2,C0008048,0.09519115900159617,0.09519115900159617,0.04361990643584945,0.668358151595991,0.6611354244505795,1,C00080.48,CRES2006,2006,family/home,USUAL RESIDENCE OF CHILD
80103,3,Y3254900,0.07005589457071484,0.07005589457071484,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y32549.00,Q14-10M,2014,other,"WHEN R BUYS FOOD ITEM FOR FIRST TIME, HOW OFTEN R READS NUTRITIONAL"
80103,4,Y3599000,0.05325412647218104,0.05325412647218104,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y35990.00,Q14-20A,2016,health,HEIGHT OF R IN INCHES (NOT INCLUDING FEET)
80103,5,Y3300000,0.020801825636472003,0.020801825636472003,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y33000.00,Q15-143,2014,family/home,HOW OFTEN R OR HOUSEHOLD PUTS OFF BUYING SOMETHING NECESSARY (SUCH
80103,6,Y2590306,0.010038600124559267,0.010038600124559267,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y25903.06,Q16-9~000007,2010,behavioral/externalizing,TIPI (HOW WELL R THINKS PAIR OF PERSONALITY TRAITS APPLIES TO R) -
80103,7,Y3456000,0.008198591714894874,0.008198591714894874,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y34560.00,QES-71A.01,2016,socioeconomic/work,EASIEST WAY FOR R TO REPORT TOTAL EARNINGS/TIME UNIT FOR RATE OF
80103,8,Y3332600,0.005746071606024694,0.005746071606024694,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y33326.00,RESTYPE2014,2014,family/home,TYPE OF RESIDENCE R LIVES IN - CONSTRUCTED
357601,1,C0005700,-0.5475052743472311,0.5475052743472311,0.04361990643584945,-0.25656735581103324,0.43620771460475616,0,C00057.00,CYRB,XRND,background,DATE OF BIRTH OF CHILD - YEAR
357601,2,C0008048,0.09519115900159617,0.09519115900159617,0.04361990643584945,-0.25656735581103324,0.43620771460475616,0,C00080.48,CRES2006,2006,family/home,USUAL RESIDENCE OF CHILD
357601,3,Y3254900,0.07005589457071484,0.07005589457071484,0.04361990643584945,-0.25656735581103324,0.43620771460475616,0,Y32549.00,Q14-10M,2014,other,"WHEN R BUYS FOOD ITEM FOR FIRST TIME, HOW OFTEN R READS NUTRITIONAL"
357601,4,Y3599000,0.05325412647218104,0.05325412647218104,0.04361990643584945,-0.25656735581103324,0.43620771460475616,0,Y35990.00,Q14-20A,2016,health,HEIGHT OF R IN INCHES (NOT INCLUDING FEET)
357601,5,Y3300000,0.020801825636472003,0.020801825636472003,0.04361990643584945,-0.25656735581103324,0.43620771460475616,0,Y33000.00,Q15-143,2014,family/home,HOW OFTEN R OR HOUSEHOLD PUTS OFF BUYING SOMETHING NECESSARY (SUCH
357601,6,C6051000,-0.01596825702609438,0.01596825702609438,0.04361990643584945,-0.25656735581103324,0.43620771460475616,0,C60510.00,CRES2016,2016,family/home,USUAL RESIDENCE OF CHILD
357601,7,Y2590306,0.010038600124559267,0.010038600124559267,0.04361990643584945,-0.25656735581103324,0.43620771460475616,0,Y25903.06,Q16-9~000007,2010,behavioral/externalizing,TIPI (HOW WELL R THINKS PAIR OF PERSONALITY TRAITS APPLIES TO R) -
357601,8,Y3456000,0.008198591714894874,0.008198591714894874,0.04361990643584945,-0.25656735581103324,0.43620771460475616,0,Y34560.00,QES-71A.01,2016,socioeconomic/work,EASIEST WAY FOR R TO REPORT TOTAL EARNINGS/TIME UNIT FOR RATE OF
184802,1,C0005700,0.3594106859447495,0.3594106859447495,0.04361990643584945,0.668358151595991,0.6611354244505795,1,C00057.00,CYRB,XRND,background,DATE OF BIRTH OF CHILD - YEAR
184802,2,C0008048,0.09519115900159617,0.09519115900159617,0.04361990643584945,0.668358151595991,0.6611354244505795,1,C00080.48,CRES2006,2006,family/home,USUAL RESIDENCE OF CHILD
184802,3,Y3254900,0.07005589457071484,0.07005589457071484,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y32549.00,Q14-10M,2014,other,"WHEN R BUYS FOOD ITEM FOR FIRST TIME, HOW OFTEN R READS NUTRITIONAL"
184802,4,Y3599000,0.05325412647218104,0.05325412647218104,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y35990.00,Q14-20A,2016,health,HEIGHT OF R IN INCHES (NOT INCLUDING FEET)
184802,5,Y3300000,0.020801825636472003,0.020801825636472003,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y33000.00,Q15-143,2014,family/home,HOW OFTEN R OR HOUSEHOLD PUTS OFF BUYING SOMETHING NECESSARY (SUCH
184802,6,Y2590306,0.010038600124559267,0.010038600124559267,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y25903.06,Q16-9~000007,2010,behavioral/externalizing,TIPI (HOW WELL R THINKS PAIR OF PERSONALITY TRAITS APPLIES TO R) -
184802,7,Y3456000,0.008198591714894874,0.008198591714894874,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y34560.00,QES-71A.01,2016,socioeconomic/work,EASIEST WAY FOR R TO REPORT TOTAL EARNINGS/TIME UNIT FOR RATE OF
184802,8,Y3332600,0.005746071606024694,0.005746071606024694,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y33326.00,RESTYPE2014,2014,family/home,TYPE OF RESIDENCE R LIVES IN - CONSTRUCTED
429601,1,C0005700,0.3594106859447495,0.3594106859447495,0.04361990643584945,0.668358151595991,0.6611354244505795,1,C00057.00,CYRB,XRND,background,DATE OF BIRTH OF CHILD - YEAR
429601,2,C0008048,0.09519115900159617,0.09519115900159617,0.04361990643584945,0.668358151595991,0.6611354244505795,1,C00080.48,CRES2006,2006,family/home,USUAL RESIDENCE OF CHILD
429601,3,Y3254900,0.07005589457071484,0.07005589457071484,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y32549.00,Q14-10M,2014,other,"WHEN R BUYS FOOD ITEM FOR FIRST TIME, HOW OFTEN R READS NUTRITIONAL"
429601,4,Y3599000,0.05325412647218104,0.05325412647218104,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y35990.00,Q14-20A,2016,health,HEIGHT OF R IN INCHES (NOT INCLUDING FEET)
429601,5,Y3300000,0.020801825636472003,0.020801825636472003,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y33000.00,Q15-143,2014,family/home,HOW OFTEN R OR HOUSEHOLD PUTS OFF BUYING SOMETHING NECESSARY (SUCH
429601,6,Y2590306,0.010038600124559267,0.010038600124559267,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y25903.06,Q16-9~000007,2010,behavioral/externalizing,TIPI (HOW WELL R THINKS PAIR OF PERSONALITY TRAITS APPLIES TO R) -
429601,7,Y3456000,0.008198591714894874,0.008198591714894874,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y34560.00,QES-71A.01,2016,socioeconomic/work,EASIEST WAY FOR R TO REPORT TOTAL EARNINGS/TIME UNIT FOR RATE OF
429601,8,Y3332600,0.005746071606024694,0.005746071606024694,0.04361990643584945,0.668358151595991,0.6611354244505795,1,Y33326.00,RESTYPE2014,2014,family/home,TYPE OF RESIDENCE R LIVES IN - CONSTRUCTED
134302,1,C0005700,-0.5475052743472311,0.5475052743472311,0.04361990643584945,-0.30751343098016426,0.4237217979046668,1,C00057.00,CYRB,XRND,background,DATE OF BIRTH OF CHILD - YEAR
134302,2,C0008048,0.09519115900159617,0.09519115900159617,0.04361990643584945,-0.30751343098016426,0.4237217979046668,1,C00080.48,CRES2006,2006,family/home,USUAL RESIDENCE OF CHILD
134302,3,Y3254900,0.07005589457071484,0.07005589457071484,0.04361990643584945,-0.30751343098016426,0.4237217979046668,1,Y32549.00,Q14-10M,2014,other,"WHEN R BUYS FOOD ITEM FOR FIRST TIME, HOW OFTEN R READS NUTRITIONAL"
